Time,Fx,Fy,Fz,Tx,Ty,Tz,
364.9,-67.8646,12.11182,206.6109,3.223596,-26.64771,9.732859, 
365,-68.44504,13.56955,205.7496,3.024269,-26.60392,9.590233, 
365.1,-67.60113,14.89548,206.5627,2.910478,-26.33756,9.38907, 
365.2,-67.94809,15.38216,206.5717,2.990776,-26.12377,9.665825, 
365.3,-68.20759,13.68622,206.8545,3.021388,-26.16072,9.876994, 
365.4,-68.27655,14.16506,206.6775,3.031414,-26.29568,9.756801, 
365.5,-68.45363,14.37553,206.4776,2.9806,-26.39686,9.700087, 
365.6,-69.0044,13.57296,205.1954,3.065306,-26.45868,9.835116, 
365.7,-68.89358,12.76436,204.1451,3.132153,-26.96137,9.924874, 
365.8,-69.24831,15.40519,205.3736,2.863806,-26.71515,9.288653, 
365.9,-68.79308,15.26354,205.5587,2.876435,-26.59539,9.433679, 
366,-69.18634,14.46725,205.4953,2.951552,-26.64882,9.649456, 
366.1,-68.77168,14.81031,205.7594,2.924865,-26.41978,9.646874, 
366.2,-68.43669,14.86675,206.471,2.910637,-26.42218,9.527853, 
366.3,-68.69238,14.38154,206.2137,2.969147,-26.44494,9.696108, 
366.4,-68.81031,14.44994,205.7664,2.972001,-26.44839,9.686305, 
366.5,-68.61204,14.38803,205.5155,2.963119,-26.44767,9.634128, 
366.6,-68.69698,14.83431,205.9979,2.896391,-26.4453,9.578092, 
366.7,-68.56534,14.56598,206.117,2.919375,-26.40528,9.665884, 
366.8,-68.29819,14.30904,206.289,2.965837,-26.47016,9.673636, 
366.9,-68.45158,14.30356,205.9416,2.982287,-26.37176,9.678373, 
367,-68.50358,14.71562,206.1677,2.935862,-26.35048,9.712817, 
367.1,-68.70563,14.34999,206.0334,2.969311,-26.45681,9.680358, 
367.2,-68.61346,14.76554,206.3232,2.938522,-26.33296,9.660698, 
367.3,-68.64614,14.47206,205.9379,2.979741,-26.4661,9.716713, 
367.4,-68.61431,14.22735,205.9377,2.987144,-26.48151,9.743682, 
367.5,-68.18021,15.1629,206.2851,2.985156,-26.50278,9.604481, 
367.6,-68.2625,14.56968,206.3518,2.964579,-26.27816,9.644634, 
367.7,-68.46102,13.99221,206.0199,2.99398,-26.3813,9.752765, 
367.8,-68.40658,14.26847,206.2401,2.986476,-26.30535,9.739661, 
367.9,-68.44316,14.49085,206.4391,2.953646,-26.36414,9.652714, 
368,-68.44888,14.51495,206.0494,2.93297,-26.36547,9.657606, 
368.1,-68.61384,14.34517,206.0753,2.970045,-26.37161,9.700039, 
368.2,-68.57549,14.60576,206.3111,2.943267,-26.35996,9.684004, 
368.3,-68.27959,13.77067,206.2079,3.002477,-26.49574,9.739658, 
368.4,-68.75049,14.41031,205.7905,2.912467,-26.53037,9.55101, 
368.5,-68.56776,15.043,206.079,2.896629,-26.51883,9.516428, 
368.6,-68.37214,14.47254,205.9439,2.945329,-26.50321,9.618803, 
368.7,-68.41483,14.53885,205.669,2.95118,-26.39437,9.655138, 
368.8,-68.44894,14.52503,205.8805,2.933415,-26.40612,9.655757, 
368.9,-68.88255,14.50186,205.9153,2.975912,-26.36394,9.694786, 
369,-68.42235,14.47494,205.6325,2.920618,-26.45712,9.664024, 
369.1,-68.48253,14.73738,206.0204,2.941448,-26.41505,9.676341, 
369.2,-68.69844,14.71817,206.0233,2.919447,-26.40301,9.63325, 
369.3,-68.60926,14.37578,206.5001,2.951959,-26.42523,9.692213, 
369.4,-68.73874,14.17632,206.5175,2.935713,-26.44419,9.724804, 
369.5,-67.0175,13.43205,207.8798,2.991005,-25.88739,9.762637, 
369.6,-68.03519,13.43129,206.2392,3.064749,-26.2171,10.06974, 
369.7,-68.06935,14.34965,206.4193,2.94271,-26.25041,9.662565, 
369.8,-68.54069,14.86893,206.5528,2.890102,-26.39817,9.57257, 
369.9,-69.01294,13.9571,204.9526,2.99537,-26.60475,9.741058, 
370,-69.35,14.66441,205.3958,2.938015,-26.5976,9.613087, 
370.1,-68.49641,15.09048,206.0341,2.875045,-26.51638,9.420453, 
370.2,-68.65319,14.61415,205.539,2.904332,-26.44463,9.672463, 
370.3,-68.8585,14.2573,205.6655,2.978028,-26.45451,9.688937, 
370.4,-68.4011,14.62761,206.4196,2.910361,-26.38471,9.666062, 
370.5,-69.05161,13.75786,204.6373,2.934124,-26.82893,9.754968, 
370.6,-69.00372,15.2416,205.2687,2.8461,-26.58762,9.522928, 
370.7,-68.95788,15.41053,205.9706,2.838231,-26.48189,9.474844, 
370.8,-69.1145,14.40276,205.6173,2.921666,-26.58857,9.662651, 
370.9,-68.64799,14.68056,205.7809,2.932893,-26.4733,9.683806, 
371,-68.21532,14.74726,206.2809,2.908944,-26.3855,9.620846, 
371.1,-68.30955,13.78098,206.0183,2.99538,-26.24027,9.809904, 
371.2,-68.65652,13.98697,205.5637,2.995949,-26.55342,9.749187, 
371.3,-68.51678,14.68189,205.7409,2.922794,-26.43365,9.573949, 
371.4,-68.51134,14.86703,206.0187,2.922645,-26.43286,9.607613, 
371.5,-68.48339,14.39131,205.7427,2.932907,-26.4646,9.724743, 
371.6,-68.5434,14.20208,205.639,2.934555,-26.44518,9.711332, 
371.7,-68.55968,14.53805,205.9122,2.923458,-26.47235,9.619075, 
371.8,-69.00911,14.57419,205.7372,2.922325,-26.53761,9.69038, 
371.9,-68.49892,14.38017,206.0686,2.94399,-26.36889,9.678925, 
372,-68.67414,14.58852,205.8775,2.931417,-26.49774,9.642522, 
372.1,-68.61828,14.50084,206.0796,2.922041,-26.37271,9.667346, 
372.2,-68.55816,14.54241,205.8889,2.927518,-26.41495,9.684158, 
372.3,-68.26741,14.62594,206.2162,2.903275,-26.45091,9.639254, 
372.4,-69.19064,16.26655,206.3606,2.778938,-26.11328,9.57781, 
372.5,-68.52259,14.44954,206.6095,2.956818,-26.32688,9.812, 
372.6,-68.307,14.07401,205.8066,2.965713,-26.3897,9.780245, 
372.7,-68.60896,14.52814,206.2276,2.917735,-26.38289,9.659181, 
372.8,-68.29831,14.66456,206.4384,2.892793,-26.35327,9.644241, 
372.9,-68.66235,14.78066,206.1233,2.911442,-26.38835,9.68459, 
373,-68.28432,14.48046,206.0427,2.923203,-26.40266,9.706913, 
373.1,-68.48376,14.8637,206.1759,2.869731,-26.39521,9.641137, 
373.2,-68.41316,14.3278,205.7329,2.951017,-26.41331,9.716883, 
373.3,-68.70154,14.40044,205.8255,2.921003,-26.49522,9.684702, 
373.4,-68.34061,14.58221,206.0053,2.907306,-26.34864,9.712253, 
373.5,-68.71554,14.54199,206.1313,2.921527,-26.45463,9.682285, 
373.6,-68.30475,14.51174,206.0642,2.891324,-26.31381,9.640915, 
373.7,-68.50143,14.46994,206.3105,2.934686,-26.4787,9.702332, 
373.8,-68.27764,14.57455,206.362,2.89181,-26.39954,9.664025, 
373.9,-68.51181,14.48444,206.0159,2.904035,-26.3547,9.655837, 
374,-68.41602,14.24586,205.9142,2.933144,-26.52853,9.685964, 
374.1,-68.53033,14.61843,206.0076,2.89473,-26.42985,9.631405, 
374.2,-68.61333,14.74416,205.9475,2.891561,-26.59365,9.609674, 
374.3,-68.33069,14.70435,205.7185,2.906694,-26.38768,9.60958, 
374.4,-68.64503,14.93419,205.8421,2.872607,-26.50888,9.644928, 
374.5,-68.74843,14.42898,206.0311,2.905307,-26.50194,9.610295, 
374.6,-68.4677,14.71376,205.7976,2.895066,-26.41709,9.672034, 
374.7,-68.4855,14.52087,205.8627,2.892017,-26.40166,9.632168, 
374.8,-68.38933,14.65748,205.8341,2.898286,-26.372,9.695474, 
374.9,-68.63266,14.5766,206.254,2.89021,-26.46062,9.617192, 
375,-68.26225,14.75276,206.1268,2.874878,-26.38911,9.643146, 
375.1,-68.53503,14.4933,206.1523,2.908874,-26.37936,9.645476, 
375.2,-68.4536,14.67029,206.1313,2.885759,-26.40922,9.738063, 
375.3,-68.37825,14.65862,206.1979,2.88865,-26.3812,9.72125, 
375.4,-68.51465,14.60024,206.1192,2.901321,-26.32999,9.69539, 
375.5,-68.41485,14.45589,206.2156,2.874702,-26.41996,9.707239, 
375.6,-68.53946,14.29228,205.8134,2.895659,-26.48085,9.753245, 
375.7,-68.4969,14.71071,205.6235,2.890868,-26.52738,9.667692, 
375.8,-68.57229,14.54529,205.7422,2.898672,-26.40787,9.622066, 
375.9,-68.45115,14.62266,206.3128,2.851074,-26.4691,9.624357, 
376,-68.59978,14.77785,206.4156,2.884546,-26.40668,9.68847, 
376.1,-68.70795,14.31396,206.5597,2.958065,-26.54314,9.836744, 
376.2,-68.72147,14.44829,205.2815,2.77662,-26.36607,9.228819, 
376.3,-67.80175,16.30639,208.352,2.746212,-25.62268,9.475558, 
376.4,-69.96764,11.15829,203.6018,3.16226,-27.2184,10.03749, 
376.5,-68.78711,16.87096,205.2495,2.553243,-26.5138,8.755799, 
376.6,-69.64744,13.31705,201.2487,3.016638,-28.30312,10.40246, 
376.7,-68.76876,13.85745,203.1945,2.588095,-27.67238,9.48984, 
376.8,-70.27325,15.793,201.917,2.482787,-27.36569,9.790369, 
376.9,-66.35184,18.91624,206.95,2.129982,-25.58224,8.929731, 
377,-66.94038,12.78327,205.0606,2.803301,-26.73129,10.80582, 
377.1,-68.542,17.51723,198.7908,2.134324,-28.6138,9.468426, 
377.2,-64.93336,15.90229,205.9996,2.284521,-25.66094,9.783667, 
377.3,-72.2112,3.202087,205.8487,3.545466,-27.49916,10.7263, 
377.4,-65.59125,31.26497,212.4532,0.606262,-24.65297,7.987427, 
377.5,-67.14783,21.33224,211.3941,1.721549,-24.40988,9.555591, 
377.6,-72.56109,14.10565,204.1121,2.144505,-27.37087,9.459284, 
377.7,-66.21836,18.62584,208.1604,1.380987,-26.18979,9.68868, 
377.8,-69.60413,13.62754,207.2646,1.852449,-26.60314,9.430992, 
377.9,-65.11893,19.3927,205.9664,1.462832,-25.71413,10.59587, 
378,-69.54985,7.575025,197.481,2.414413,-28.18233,9.755541, 
378.1,-63.44909,-33.89056,182.9481,7.347848,-30.00821,13.50556, 
378.2,-47.05475,-37.96836,201.6958,9.058057,-24.05507,13.95767, 
378.3,-33.50808,17.57668,219.0436,3.890478,-22.28369,6.683292, 
378.4,-16.01605,54.26139,238.4888,0.703745,-14.0601,7.936586, 
378.5,-83.94897,90.64299,204.3386,-3.54903,-26.41309,4.896909, 
378.6,-111.6537,25.80956,207.7741,3.211691,-27.86492,7.723114, 
378.7,-91.01523,14.79549,196.0309,3.904264,-29.09586,8.889283, 
378.8,-37.99655,19.53082,214.6399,3.480478,-19.22381,10.25429, 
378.9,-66.74771,13.75021,204.0525,4.86731,-24.82346,10.12875, 
379,-65.20135,16.33874,205.6509,4.766599,-23.98964,9.977414, 
379.1,-59.94429,16.60703,205.9913,4.443299,-22.37857,11.90043, 
379.2,-64.09624,15.58827,206.3895,4.307196,-23.80131,10.66263, 
379.3,-84.20206,20.03551,205.8394,3.072883,-25.95902,10.14856, 
379.4,-84.19334,14.64612,206.7847,3.585602,-24.83646,10.64784, 
379.5,-67.27036,13.42375,206.7083,3.854212,-24.76352,10.35942, 
379.6,-118.5805,13.70554,151.405,1.763658,-45.22222,8.501096, 
379.7,-156.2773,-55.03999,143.5488,55.45961,-77.83636,68.18012, 
379.8,-204.1065,108.0936,234.632,18.93682,-108.6895,24.62771, 
379.9,-11.83282,-66.45659,227.9487,9.423622,-27.641,2.518419, 
380,-76.16381,10.26435,118.712,1.833128,-60.10917,10.95906, 
380.1,-52.86454,8.258475,190.1913,4.006302,-36.93802,13.78711, 
380.2,-78.06818,-9.557387,184.9017,5.684032,-38.79494,16.27909, 
380.3,-81.5021,7.312013,175.6952,3.309128,-43.5757,10.63469, 
380.4,-58.26123,3.696063,211.5341,4.523168,-27.90791,11.14705, 
380.5,-104.2891,1.491163,218.283,3.592449,-28.55753,11.8984, 
380.6,-180.9611,-7.438025,204.3734,5.837541,-38.33297,12.82003, 
380.7,-174.065,-13.76453,236.0488,7.769052,-26.94715,9.558112, 
380.8,-95.3303,-12.26956,213.7908,6.233673,-35.6461,10.60617, 
380.9,-20.6217,36.74326,252.4469,0.226532,-13.9831,7.653396, 
381,-5.261675,29.72593,308.4906,0.477771,-7.369267,8.489003, 
381.1,-16.33223,37.88972,289.4106,0.079113,-12.30005,7.102172, 
381.2,-62.32647,16.77928,261.1914,2.090029,-19.35447,9.365404, 
381.3,-90.01704,9.482375,250.4216,3.066304,-27.87345,9.361333, 
381.4,-118.2245,23.60611,212.612,2.35934,-32.55875,7.35715, 
381.5,-164.1972,33.96579,176.9962,1.24754,-40.95387,9.407354, 
381.6,-35.37815,22.08371,273.2502,3.044262,-18.7123,10.38493, 
381.7,-13.38081,19.1457,315.8886,5.027608,-12.69921,11.96175, 
381.8,-102.8375,16.97569,280.1287,6.526927,-23.40819,10.76996, 
381.9,-190.5924,20.13489,254.2995,4.675393,-35.58876,12.05268, 
382,-195.132,23.75955,255.9456,6.312228,-33.9782,11.14575, 
382.1,-84.19102,22.03042,288.5174,7.199338,-18.14014,11.22264, 
382.2,-79.37071,11.7756,296.0615,8.505085,-21.13975,10.84536, 
382.3,-136.2854,15.47038,279.9507,8.110279,-27.93622,9.834598, 
382.4,-264.1757,12.50956,235.0788,5.483138,-39.67185,13.01244, 
382.5,-146.119,6.369637,291.8141,3.333574,-28.82819,8.994038, 
382.6,-101.6685,8.3376,300.0576,3.013112,-29.22845,5.098836, 
382.7,-36.78001,20.17586,262.1054,1.360956,-29.23179,6.181474, 
382.8,-89.30888,24.14635,261.6413,0.744671,-31.33006,8.458396, 
382.9,-77.01032,10.0271,285.9648,2.409608,-19.99315,9.150836, 
383,-29.11572,-7.46715,308.0347,3.760919,-7.87199,11.86215, 
383.1,-54.94161,7.269875,234.192,1.651184,-20.52309,10.31497, 
383.2,-63.22768,11.7063,213.1638,1.431647,-28.24166,9.589264, 
383.3,-66.98199,10.60879,209.799,2.015071,-28.6646,9.708514, 
383.4,-67.20389,11.39845,211.0401,1.601418,-27.97672,10.48896, 
383.5,-67.15596,10.58185,212.4191,2.184,-27.96097,10.26372, 
383.6,-67.5625,11.05622,210.242,1.920145,-28.34129,10.1873, 
383.7,-66.09218,11.68277,210.171,1.83709,-28.08754,9.878459, 
383.8,-65.65559,12.1539,210.2757,1.541388,-28.07651,10.05586, 
383.9,-66.23526,11.82484,209.588,1.816666,-28.0579,9.995074, 
384,-66.85409,11.1381,210.4641,2.023201,-28.40518,10.03598, 
384.1,-65.83782,11.47689,209.7581,1.96105,-27.81052,10.27007, 
384.2,-67.11686,11.40604,210.6176,1.902991,-28.36269,10.03425, 
384.3,-66.82787,11.86896,210.5308,1.771257,-28.13098,10.08359, 
384.4,-66.78524,11.65904,210.1685,1.827051,-28.16197,10.05262, 
384.5,-66.42709,11.96011,210.519,1.943934,-28.0292,10.14907, 
384.6,-66.9352,11.68456,210.4828,2.00368,-28.18256,10.0743, 
384.7,-66.25159,12.10662,210.1844,1.88041,-27.95401,10.16954, 
384.8,-66.69935,11.9906,210.7361,1.817839,-28.04132,10.00392, 
384.9,-66.67465,11.79234,210.3778,1.867645,-27.96086,10.14564, 
385,-66.3139,11.94686,210.2211,1.929459,-27.92173,10.07752, 
385.1,-66.42421,11.66479,210.0943,1.974615,-27.98631,10.15589, 
385.2,-66.71648,11.90021,210.173,1.919924,-27.95776,10.06845, 
385.3,-66.23625,11.8478,209.9455,1.87894,-28.0789,10.17706, 
385.4,-66.02528,11.89382,210.3651,1.907961,-27.91051,10.08848, 
385.5,-65.97139,11.8132,210.082,1.957493,-28.01727,10.14691, 
385.6,-66.00475,11.69704,210.1284,1.984802,-27.94325,10.20869, 
385.7,-66.0894,11.61973,209.8372,1.937163,-28.0331,10.0729, 
385.8,-66.18149,11.80567,210.4874,1.909747,-27.95905,10.13286, 
385.9,-66.77207,11.75373,210.0643,1.933936,-28.11853,10.09021, 
386,-66.06996,11.71514,209.8697,1.969942,-27.99515,10.14826, 
386.1,-62.2624,27.85346,159.7479,0.166388,-31.18825,8.39542, 
386.2,-53.36501,40.16469,128.6115,-1.240972,-30.0797,7.580107, 
386.3,-56.94656,29.0136,149.8999,0.534092,-28.42714,7.766973, 
386.4,-71.25836,17.62299,220.4299,2.023261,-26.63852,8.072367, 
386.5,-73.68198,11.91733,284.8867,3.185585,-22.47717,7.920729, 
386.6,-71.85155,9.865325,285.857,3.529652,-21.46968,9.241992, 
386.7,-52.20078,6.391325,238.381,3.409663,-23.05958,10.39597, 
386.8,-45.3025,22.12951,205.986,1.562429,-23.53005,8.409661, 
386.9,-57.46134,16.2252,206.675,2.276276,-24.80356,10.83558, 
387,-67.80524,16.96001,214,2.286193,-25.15705,10.75159, 
387.1,-64.41965,16.3091,206.8963,2.369693,-26.50986,10.49969, 
387.2,-68.86451,15.31761,207.1992,2.0617,-25.843,10.07151, 
387.3,-68.55878,13.29574,210.8036,1.931703,-24.92939,10.92544, 
387.4,-65.54241,14.821,205.4729,1.868459,-25.49144,10.80868, 
387.5,-62.88414,14.46584,201.0749,1.880894,-26.97578,11.14719, 
387.6,-63.4784,8.497437,210.2428,2.722124,-22.89128,12.70474, 
387.7,-66.30105,16.04519,204.1624,1.755106,-26.74417,10.8436, 
387.8,-67.50414,20.6015,207.2576,1.304051,-25.41974,11.45864, 
387.9,-65.79482,15.77001,205.2999,1.40214,-26.2303,11.49002, 
388,-54.29339,21.10093,205.5555,0.758943,-25.19524,8.26111, 
388.1,-69.21732,15.40156,200.9728,1.402542,-26.76692,12.86877, 
388.2,-61.92085,21.90809,208.2161,0.308124,-24.82113,8.908101, 
388.3,-56.9488,17.9165,209.2117,1.292869,-23.91932,9.963922, 
388.4,54.70801,41.82619,239.7005,-2.943602,1.71694,15.09901, 
388.5,-106.3215,-45.92381,165.3524,32.83433,-37.6207,28.50355, 
388.6,-57.82018,-649.6219,328.8059,93.74747,18.16558,158.1613, 
388.7,-87.81348,-45.66054,43.54835,7.638849,-82.75301,34.79188, 
388.8,43.24814,191.7941,207.1593,-18.21223,-17.25841,-27.72052, 
388.9,-85.47485,-6.852525,174.6761,3.912722,-41.41527,28.80718, 
389,-76.28665,-30.2823,172.8415,5.515188,-43.10785,24.64255, 
389.1,-123.3499,-25.84661,189.6941,5.815209,-43.37126,17.67141, 
389.2,-155.6861,-30.90155,181.2565,5.694217,-45.6879,15.94335, 
389.3,-141.146,-22.31851,168.9949,7.129751,-54.01019,21.28094, 
389.4,-5.813238,-3.717587,244.2262,9.100446,-5.250062,10.83036, 
389.5,31.84497,32.31269,167.1651,0.310351,-15.99491,9.6211, 
389.6,50.7425,46.87106,213.9292,-1.266316,-10.29329,12.62841, 
389.7,-11.125,36.52601,228.7634,0.488503,-15.83342,11.25886, 
389.8,-85.46004,66.83658,236.254,-2.751779,-23.52329,6.893706, 
389.9,-119.6314,28.99324,199.3637,0.740901,-32.52801,7.844273, 
390,-82.05054,18.13322,198.1508,0.891798,-27.41512,9.872385, 
390.1,-38.32234,19.32734,212.8555,0.871304,-21.46396,11.13109, 
390.2,-69.69263,14.6693,204.7967,2.053935,-26.42623,10.85441, 
390.3,-66.81618,16.66594,208.6263,1.975339,-25.55974,11.71111, 
390.4,-67.64807,13.26926,207.0427,2.412722,-25.14254,12.31182, 
390.5,-63.58161,13.28216,205.8054,2.108771,-24.3403,10.91437, 
390.6,-83.68835,18.90079,202.0529,1.147388,-27.11903,12.18209, 
390.7,-78.30443,20.93995,200.7242,0.542744,-29.24432,10.67819, 
390.8,-67.40931,26.50624,207.1338,0.029397,-24.91257,10.69682, 
390.9,49.59286,-29.65282,258.9407,7.835095,-8.704087,12.13749, 
391,-120.6996,-4.431437,223.3631,12.33107,-39.76587,38.2678, 
391.1,-76.01485,-67.6602,345.9867,33.67715,-84.56686,57.55782, 
391.2,102.3702,178.523,171.8296,-12.13161,-21.72784,-18.0053, 
391.3,24.44999,-12.5985,211.2068,4.758286,-13.68573,19.93213, 
391.4,-74.63783,-49.49446,130.041,10.16862,-57.72131,34.17219, 
391.5,-63.82636,1.70865,179.6055,2.996834,-38.05235,11.58606, 
391.6,-116.0474,-29.26711,156.7307,7.309203,-51.28091,13.85273, 
391.7,-148.1768,-39.06482,181.4498,9.075926,-50.00581,14.63043, 
391.8,-135.1693,-40.12748,207.4625,8.45099,-33.75956,16.94678, 
391.9,-119.1364,2.52075,214.9693,3.055465,-31.55228,10.42145, 
392,-59.84661,-3.607525,270.1987,2.267789,-12.01682,10.98795, 
392.1,-0.0026875,-26.05185,311.0943,6.21194,-9.727187,11.75237, 
392.2,-55.36814,13.16858,256.646,2.481807,-20.80396,5.592182, 
392.3,-85.18599,14.09631,245.0652,2.683014,-23.47169,9.66686, 
392.4,-111.5081,25.78939,242.4937,2.904395,-28.77626,9.059871, 
392.5,-140.6851,64.2182,218.821,-1.228951,-33.69476,3.827179, 
392.6,-80.96734,72.56665,249.5431,-2.594352,-22.48177,5.499767, 
392.7,35.90636,30.6499,319.1165,1.941109,-4.348339,8.183338, 
392.8,-61.80081,12.71632,308.2881,5.241993,-17.58773,10.69559, 
392.9,-128.2471,8.302225,283.7642,7.400465,-24.62726,10.65085, 
393,-242.9496,18.36146,246.1364,7.5463,-38.70789,10.43773, 
393.1,-136.8095,22.19556,278.7664,7.348025,-24.58609,10.52945, 
393.2,-155.3657,14.82652,269.8493,7.671308,-28.87407,11.34012, 
393.3,-267.7957,13.59111,235.6149,4.828152,-42.84295,11.85044, 
393.4,-137.6905,4.0396,292.5908,4.132471,-27.12417,8.624973, 
393.5,-95.71987,8.925225,293.9832,3.49532,-27.50208,5.287889, 
393.6,-33.22779,19.03888,257.8842,2.103683,-29.02557,6.560809, 
393.7,-87.38132,18.10071,260.5107,1.318976,-30.38759,8.501563, 
393.8,-76.01439,8.317325,283.0937,2.536059,-18.89751,9.553669, 
393.9,-28.6021,-9.455763,308.5436,3.938683,-7.065104,11.79491, 
394,-55.53396,5.220862,231.176,1.880173,-20.66514,9.826196, 
394.1,-64.31183,10.44649,211.6385,1.747606,-28.31399,9.805419, 
394.2,-66.74696,9.802775,209.6713,2.39107,-28.60528,9.32102, 
394.3,-67.61365,10.0288,210.1118,1.93807,-27.90531,10.43512, 
394.4,-67.49223,9.623438,211.1646,2.312035,-27.82818,10.12143, 
394.5,-68.73929,9.744887,210.0869,2.042488,-28.3556,10.04476, 
394.6,-66.86374,10.26517,209.2204,2.095486,-28.00106,9.8403, 
394.7,-65.83584,10.91669,209.8241,1.805424,-27.93065,9.957628, 
394.8,-66.67413,10.5633,208.7418,2.149352,-27.97209,9.861169, 
394.9,-67.25327,10.22814,209.4834,2.187461,-28.20568,9.889005, 
395,-66.69379,10.64797,208.9873,2.115089,-27.82441,10.11662, 
395.1,-67.54227,9.998688,209.384,2.063163,-28.08527,9.941138, 
395.2,-67.42636,10.37711,209.5252,2.083843,-27.9688,9.9402, 
395.3,-66.90703,10.24259,209.5849,2.12154,-27.90805,9.990294, 
395.4,-67.02802,10.27442,208.6755,2.180549,-27.87145,10.03199, 
395.5,-67.0939,10.50761,209.3891,2.134355,-28.11338,9.88233, 
395.6,-64.43349,15.55465,189.6799,1.493221,-29.46793,9.601912, 
395.7,-55.77893,29.84866,142.5047,0.013945,-30.41862,9.844446, 
395.8,-49.2466,22.88639,129.4205,0.843803,-29.78149,10.9553, 
395.9,-46.4811,14.46786,126.1707,2.902245,-28.03872,9.228321, 
396,-67.65189,12.70763,226.8224,3.385639,-24.48227,9.499325, 
396.1,-83.63681,2.663038,284.4493,5.047923,-22.3492,8.61321, 
396.2,-82.86735,2.54105,285.0922,5.094063,-21.21633,10.5542, 
396.3,-59.20705,15.62871,251.0475,3.015768,-21.03921,8.477002, 
396.4,-50.24955,22.97455,197.4868,2.063687,-25.39737,8.51709, 
396.5,-54.37949,10.98662,206.7246,3.801211,-23.36051,11.02977, 
396.6,-66.82231,12.40906,201.2287,4.072711,-25.68625,10.47394, 
396.7,-64.11073,13.76875,209.541,3.86158,-24.17506,9.722162, 
396.8,-63.79494,12.4896,200.4067,3.56324,-25.96389,11.24241, 
396.9,-62.37589,19.10665,213.1982,2.406007,-23.64542,10.70881, 
397,-65.1643,15.82451,211.23,2.460437,-23.59099,9.1192, 
397.1,-66.1049,15.01345,204.4822,2.419717,-24.6942,10.81941, 
397.2,-65.25343,11.99998,202.4258,2.680418,-25.59427,10.80144, 
397.3,-65.23997,14.39494,205.2194,2.430852,-24.8114,10.82971, 
397.4,-65.27026,14.6526,199.2691,2.80702,-25.00568,11.02412, 
397.5,-69.47089,17.3541,205.984,2.181589,-23.77336,11.76619, 
397.6,-75.58903,14.9881,202.6435,2.294891,-24.92071,10.94708, 
397.7,-73.39944,13.91581,207.557,1.869078,-24.27676,11.20115, 
397.8,-69.59386,10.55755,203.9856,2.571892,-26.71958,14.87654, 
397.9,-66.76776,11.07566,198.8949,2.704327,-25.88758,14.51381, 
398,-55.72327,-1.944575,203.4983,3.985969,-24.04509,17.53215, 
398.1,-64.20284,-65.66951,160.0714,11.26722,-37.95024,-3.294047, 
398.2,55.00597,-227.5132,135.8062,86.46602,-22.24031,24.28526, 
398.3,-26.08039,-13.50012,221.8754,7.663325,-33.07818,10.80906, 
398.4,-51.28641,-8.244713,178.4686,7.517404,-34.29605,16.07659, 
398.5,-70.9607,2.635625,164.193,6.170978,-48.96398,18.14543, 
398.6,-62.92052,32.49946,168.0587,2.510271,-41.62286,8.262251, 
398.7,-122.3363,11.47836,168.9935,3.487607,-42.93275,12.12649, 
398.8,-125.7896,-12.31981,184.165,5.493317,-47.00426,17.84803, 
398.9,-157.8003,-29.57694,159.9122,4.007652,-50.42697,17.20438, 
399,-78.96186,4.695675,201.467,2.788253,-27.62968,11.81054, 
399.1,5.254188,-20.98306,151.7953,0.896299,-19.12058,11.86629, 
399.2,11.34105,5.004588,188.6874,3.414827,-20.6619,12.46811, 
399.3,5.874975,43.11747,231.4668,0.561699,-13.84194,8.177862, 
399.4,-60.42526,67.5669,238.476,-1.56611,-21.55401,4.891251, 
399.5,-107.1056,42.02584,228.5688,0.388143,-27.80876,8.372329, 
399.6,-95.06305,-8.263638,186.7575,7.490101,-26.81434,26.1395, 
399.7,-49.97526,10.81385,197.4037,4.62839,-22.26631,15.57582, 
399.8,-39.5516,17.36791,206.3088,3.575421,-19.99052,13.49118, 
399.9,-66.28898,12.8176,203.3329,4.563687,-24.96912,10.89683, 
400,-59.29142,-4.68335,211.1902,5.607378,-18.85331,19.39923, 
400.1,-56.41714,17.21496,202.7564,3.636612,-20.31622,13.89419, 
400.2,-61.10374,15.97472,199.9277,4.318646,-22.23866,13.83316, 
400.3,-87.87191,12.71377,195.0851,4.185533,-24.94557,13.19379, 
400.4,-90.85847,16.36659,197.8837,4.18196,-25.14029,11.35258, 
400.5,-64.38589,17.11136,208.664,3.020146,-21.83462,10.61574, 
400.6,43.7715,17.39804,237.2276,-0.713996,4.251708,9.351637, 
400.7,-163.2133,21.23683,233.4381,9.084465,-34.40835,38.08817, 
400.8,-80.54435,-151.4731,287.807,64.94006,-40.81462,82.48422, 
400.9,-316.2269,76.3144,177.3953,-9.49042,-56.74484,-14.66202, 
401,-28.4456,61.46933,197.0882,-0.570922,-30.24119,-8.043365, 
401.1,-37.83493,-2.6874,169.8298,6.193679,-45.63902,14.22094, 
401.2,-92.08451,-35.8869,161.4388,10.49588,-48.25149,21.50392, 
401.3,-105.1235,-33.42765,178.3279,11.70453,-47.57934,17.67652, 
401.4,-134.6974,-26.13095,172.4185,12.70252,-52.2374,15.08526, 
401.5,-132.4068,-26.98088,173.4813,8.011171,-44.96062,16.4058, 
401.6,11.51404,89.22155,239.2761,-7.628534,-23.81622,18.7365, 
401.7,-5.221737,-5.22365,302.2564,3.148052,-7.176005,10.36479, 
401.8,-27.67009,16.88024,281.8353,1.433079,-13.54154,7.38644, 
