Time,Fx,Fy,Fz,Tx,Ty,Tz,
193,-195.1622,-1.753925,175.6721,11.15642,-49.15125,21.36178, 
193.1,-47.46439,68.65132,144.284,-6.161354,-43.04378,-4.206101, 
193.2,-54.25677,19.7332,183.5061,1.587205,-30.79937,13.94295, 
193.3,-107.2225,-67.44051,159.1766,12.39429,-47.05875,33.36921, 
193.4,-140.1821,-74.91296,183.659,13.43202,-44.44812,26.55439, 
193.5,-115.5131,-51.75001,187.7444,13.04098,-46.03324,26.05976, 
193.6,-8.098312,15.5775,166.0792,2.122356,-31.71401,9.282516, 
193.7,-57.33249,-23.2154,251.0659,3.43468,-16.66217,16.02879, 
193.8,-41.52251,-26.38209,300.1238,6.134787,-14.50951,14.47718, 
193.9,-37.84664,7.014038,268.8153,1.719804,-17.33357,8.755536, 
194,-82.76464,9.687175,235.9432,1.463636,-25.85191,7.749402, 
194.1,-95.80915,3.373112,254.2598,3.051983,-24.94084,9.651964, 
194.2,-113.6948,43.95871,216.4901,-0.91175,-30.08359,4.883572, 
194.3,-131.7761,76.6569,191.2876,-3.863053,-35.79437,3.447015, 
194.4,-6.654037,43.27262,279.4442,-0.179909,-13.44915,5.902964, 
194.5,-24.81356,9.451825,314.2089,5.317217,-13.07709,8.60838, 
194.6,-104.2464,14.39612,285.6874,4.889585,-24.95914,8.846192, 
194.7,-196.7405,2.82175,255.3123,7.751894,-36.28793,12.34585, 
194.8,-186.2366,7.547488,258.7882,7.726856,-29.20074,11.17311, 
194.9,-73.23586,10.11677,294.0736,7.712556,-17.3714,10.98769, 
195,-211.2569,6.1248,248.1708,7.19912,-34.99562,10.82739, 
195.1,-171.3336,4.3472,268.7605,4.075615,-30.72766,11.93763, 
195.2,-97.85117,-12.76101,299.6955,5.666811,-23.41273,9.271889, 
195.3,-54.73926,-5.168725,266.2571,4.617746,-28.11946,8.609115, 
195.4,-75.5309,19.02009,242.8899,0.955736,-36.20945,8.210543, 
195.5,-114.8869,18.85691,247.9706,0.87531,-31.40827,7.548431, 
195.6,-52.23058,-5.388537,293.6166,3.227762,-13.46809,9.278869, 
195.7,-35.23475,-16.72249,266.2815,4.407353,-12.82914,14.35401, 
195.8,-70.29316,5.991375,210.2612,1.385676,-26.91692,11.49456, 
195.9,-73.65451,5.6054,212.1955,2.189757,-29.21543,9.085386, 
196,-70.79772,5.443388,205.545,2.134048,-28.96495,9.713444, 
196.1,-66.3183,8.041713,206.0798,1.76102,-27.89982,9.566175, 
196.2,-68.30489,6.2085,206.9386,2.202346,-28.64416,9.501472, 
196.3,-69.60625,6.384925,206.9344,2.010556,-28.61198,9.582399, 
196.4,-69.90208,6.140438,208.3864,2.03301,-28.44886,9.664881, 
196.5,-69.2413,6.50825,207.9893,1.900649,-28.17786,9.845332, 
196.6,-65.6133,10.74446,192.4363,1.738207,-29.83225,9.36528, 
196.7,-45.61456,28.80613,147.1009,-0.482934,-29.5001,8.867787, 
196.8,-44.16491,20.71843,142.598,0.497045,-26.81,10.1646, 
196.9,-57.77475,12.85224,189.1579,2.095381,-27.75578,8.59746, 
197,-90.31795,3.846412,253.2406,3.609321,-26.23507,9.374709, 
197.1,-107.1322,-4.142013,277.3567,4.17919,-25.7636,9.691626, 
197.2,-62.95959,-2.868762,233.0349,3.809734,-24.06132,10.57508, 
197.3,-43.77388,14.57895,204.7793,1.531383,-22.79349,9.494144, 
197.4,-58.25714,8.147025,208.4256,2.603139,-25.01311,10.90141, 
197.5,-69.0774,10.61229,201.8008,2.379139,-27.51879,11.29888, 
197.6,-68.65706,9.117475,203.0514,2.194702,-26.16471,10.29684, 
197.7,-66.47371,6.256163,209.078,2.440267,-24.34711,11.05044, 
197.8,-66.93406,9.1964,204.7117,1.773553,-27.39671,11.44188, 
197.9,-65.01185,16.75004,201.6094,0.84291,-25.65848,10.64522, 
198,-69.00041,11.30185,206.6004,1.3458,-26.22798,10.95298, 
198.1,-66.10442,7.114313,203.3824,1.853754,-25.79615,11.472, 
198.2,-62.00525,-6.640925,199.3965,3.960781,-25.59055,19.45444, 
198.3,-63.92175,16.74595,196.7646,1.12991,-26.37526,11.46913, 
198.4,-63.30914,8.445137,205.6173,2.039165,-24.62778,16.26472, 
198.5,-73.61041,19.70972,202.1319,0.591276,-26.35273,11.81775, 
198.6,-69.32219,6.540088,206.7239,1.657286,-24.32736,15.43017, 
198.7,-71.38448,13.80315,205.5188,1.00503,-25.74528,13.71787, 
198.8,-57.20314,17.17379,203.4685,0.765414,-25.69107,12.08035, 
198.9,111.5108,17.65128,170.3529,5.367336,-5.76809,11.45543, 
199,-78.93082,91.7919,108.1126,23.49591,-47.97665,29.85307, 
199.1,-5.3774,-292.8158,292.7506,258.6013,17.65037,134.2535, 
199.2,-130.3371,586.252,106.5535,-53.24669,-60.74188,-119.5351, 
199.3,-98.77459,-32.14732,233.2488,10.76558,-16.7746,35.1286, 
199.4,-97.71998,-151.6916,128.4687,15.00647,-57.43621,58.60526, 
199.5,-91.89656,4.99965,174.5221,-0.588862,-42.08719,12.54858, 
199.6,-127.5515,23.31166,167.1371,-2.362494,-49.91874,4.340009, 
199.7,-150.6666,-25.35059,203.1392,4.10559,-43.02174,15.18631, 
199.8,-154.7628,-61.19292,176.0326,9.756059,-53.05092,29.70434, 
199.9,20.79863,-2.599575,254.9514,4.902485,-5.316783,10.85151, 
200,31.93051,-11.37999,148.1964,3.393515,-19.12949,7.935163, 
200.1,41.53342,11.01626,196.4989,2.864029,-9.702832,14.55895, 
200.2,-0.162325,37.95216,223.1622,-0.168049,-17.63846,10.76295, 
200.3,-62.51206,73.4348,237.4322,-3.538961,-21.64144,3.573416, 
200.4,-103.5511,47.60146,222.9197,-1.388287,-27.40558,5.615174, 
200.5,-108.7483,-1.49215,189.3564,3.580377,-31.51403,16.30422, 
200.6,-55.36651,16.6011,202.3763,1.528921,-23.50617,10.28716, 
200.7,-41.28598,13.20415,202.7914,0.193932,-21.70148,13.34636, 
200.8,-73.52734,8.975488,201.5794,3.396947,-25.97159,9.027925, 
200.9,-66.44666,5.635812,208.5789,3.504025,-24.29821,12.54102, 
201,-64.48091,9.418025,206.7104,2.931274,-24.00959,12.44119, 
201.1,-67.65546,14.78834,207.6405,2.02005,-22.60985,11.08107, 
201.2,-72.3069,11.27861,192.8227,2.581526,-24.72459,10.58542, 
201.3,-77.09929,12.6116,205.7564,2.92014,-25.21914,12.02542, 
201.4,-55.69526,10.96142,205.5849,2.836452,-23.03705,10.56966, 
201.5,-71.10691,51.18389,165.9818,-3.354865,-41.0815,-6.128893, 
201.6,-182.4283,-96.90685,243.3237,122.9699,-77.49708,167.6775, 
201.7,-137.719,137.6251,251.7617,26.46614,-34.14585,48.63386, 
201.8,-229.6203,-137.7302,219.3776,26.54305,-59.62462,72.68513, 
201.9,-73.79443,29.2788,201.7884,1.42613,-31.73232,7.669365, 
202,-43.9943,34.18692,170.0009,1.233531,-33.23527,4.463595, 
202.1,-110.7078,-63.19302,135.7615,11.88627,-64.52982,38.55125, 
202.2,-122.0676,-73.51949,183.3616,14.1972,-42.33279,31.13312, 
202.3,-121.999,-45.84072,178.7824,11.27286,-49.13124,22.49734, 
202.4,-110.0589,-11.38046,185.1913,7.611932,-43.3459,10.5425, 
202.5,-45.91153,-16.79742,217.6089,-0.793429,-27.33044,-0.380618, 
202.6,-3.732238,-19.22916,325.9596,4.671201,-4.008409,13.73317, 
202.7,-43.05143,7.062037,279.1458,2.197,-16.0686,7.654312, 
202.8,-62.59789,12.75326,255.5592,2.516924,-19.05808,7.985648, 
202.9,-97.82691,31.72799,238.7587,1.584375,-25.92227,7.397653, 
203,-128.4126,59.8832,227.2015,-0.533189,-34.82455,4.179504, 
203.1,-80.8469,70.17274,242.1449,-2.997794,-24.14249,5.374754, 
203.2,47.76432,33.74646,323.0078,2.191694,-4.796061,6.698962, 
203.3,-64.98477,11.34144,306.9903,6.040338,-16.74598,10.43986, 
203.4,-131.2674,12.20456,285.1213,6.109087,-25.7478,10.51167, 
203.5,-242.8443,22.63955,244.2771,7.027496,-39.11206,10.23917, 
203.6,-137.5013,23.50839,275.543,7.169055,-24.67843,11.31544, 
203.7,-154.2103,19.54222,270.4731,7.445185,-28.29312,11.44704, 
203.8,-268.1485,14.75249,234.6223,5.127114,-43.19346,11.46901, 
203.9,-140.5173,8.6014,290.4027,3.706876,-28.7293,8.04674, 
204,-100.6201,11.98574,293.3225,3.477162,-27.22548,5.096667, 
204.1,-35.62794,20.02739,263.2482,2.146452,-29.57953,5.880255, 
204.2,-91.41824,22.52233,257.3923,1.171287,-30.36901,8.01916, 
204.3,-78.24268,10.78066,283.1778,2.557554,-19.57063,8.875032, 
204.4,-29.82825,-6.6328,306.4063,3.97831,-7.49494,11.74023, 
204.5,-56.73279,11.03481,230.61,1.62643,-20.84641,11.09165, 
204.6,-64.69231,13.81621,211.3105,1.688172,-28.31469,8.955548, 
204.7,-68.37537,11.16389,207.4048,2.453215,-28.97725,9.280757, 
204.8,-69.3693,12.73985,209.0682,1.868852,-28.02597,9.938072, 
204.9,-68.8089,12.06697,210.319,2.315241,-27.78869,10.01392, 
205,-69.85207,11.5465,208.4061,2.13365,-28.46817,9.87392, 
205.1,-67.9016,12.65637,208.1952,2.089886,-28.02204,9.517866, 
205.2,-67.21999,13.15671,208.6172,1.835828,-27.99313,9.754066, 
205.3,-67.76619,12.601,207.9598,2.176428,-27.91323,9.72249, 
205.4,-68.84885,12.34941,208.6061,2.220955,-28.28878,9.624082, 
205.5,-67.56967,12.72739,208.4934,2.184768,-27.74113,9.913736, 
205.6,-68.8335,12.4301,208.8618,2.084429,-28.24195,9.67433, 
205.7,-68.4835,12.38536,208.3857,2.118292,-28.08554,9.73216, 
205.8,-68.46325,12.72285,208.4978,2.075174,-28.11875,9.74757, 
205.9,-68.21844,12.4345,208.1456,2.247248,-28.05232,9.841542, 
206,-68.56226,12.70856,208.3821,2.163299,-28.19442,9.678576, 
206.1,-67.72166,13.07159,208.256,2.049122,-27.90675,9.829641, 
206.2,-68.28783,12.56889,208.1796,2.11133,-28.119,9.707475, 
206.3,-68.00936,12.69689,207.7869,2.168057,-28.09092,9.704124, 
206.4,-68.04275,12.86732,208.0026,2.188361,-28.00092,9.766473, 
206.5,-68.27719,12.52748,208.2702,2.174041,-28.21332,9.76517, 
206.6,-68.08427,12.97811,208.445,2.103247,-28.04555,9.74163, 
206.7,-36.4355,32.9539,168.2034,-0.047771,-26.48504,8.522957, 
206.8,-13.12746,40.12995,142.3763,-0.997834,-23.50988,9.001864, 
206.9,-21.7672,21.56975,160.3054,1.700583,-23.76361,9.750022, 
207,-83.71797,7.469388,223.675,3.759663,-25.39759,10.63257, 
207.1,-118.9146,9.833962,269.1277,3.975774,-27.90719,8.139407, 
207.2,-116.0724,10.38201,261.2157,3.996362,-28.0777,10.31952, 
207.3,-59.86502,-1.756037,229.3598,4.960475,-21.59524,10.90875, 
207.4,-42.53904,36.4397,211.6983,0.868786,-20.5606,9.031923, 
207.5,-60.34181,21.90738,212.0762,2.366353,-24.21557,11.58893, 
207.6,-67.67787,12.51925,206.7793,3.673522,-25.82896,11.05444, 
207.7,-60.6726,14.86566,204.4684,2.959158,-24.71206,10.57275, 
207.8,-62.97263,15.72668,206.3783,3.046764,-25.81755,11.32435, 
207.9,-62.85874,19.05841,204.2575,2.311091,-24.76378,10.59799, 
208,-62.93839,18.32924,202.1246,1.820512,-25.0202,10.59044, 
208.1,-67.21352,21.36849,210.8876,1.979531,-24.4277,11.10948, 
208.2,-66.04108,13.773,202.0717,2.940882,-24.72531,12.07575, 
208.3,-60.98125,20.7153,206.5656,2.169122,-23.96558,12.58783, 
208.4,-62.62689,24.21442,205.5741,1.562387,-24.76434,12.3303, 
208.5,-33.92142,2.527075,209.5181,4.035381,-19.31042,21.48195, 
208.6,-76.13432,17.9094,200.4046,2.256539,-23.64176,14.44027, 
208.7,-64.59489,-23.14536,183.3691,7.127882,-27.62245,29.32312, 
208.8,-56.22654,15.43602,193.4265,2.841303,-26.94156,19.32889, 
208.9,-51.50336,-1.66525,195.3706,4.83335,-25.6582,22.39567, 
209,2.4622,-20.70355,231.0137,10.76015,-16.76174,47.39626, 
209.1,-100.6318,-56.21917,-35.53764,78.43893,-100.2765,17.17759, 
209.2,-105.4883,164.8177,200.7436,0.566418,-51.01036,-15.00733, 
209.3,-168.7161,-67.14583,289.7202,14.93884,-14.11907,36.34739, 
209.4,-71.002,18.02016,139.6734,1.840815,-53.83998,10.5222, 
209.5,-53.42767,21.49721,174.2466,1.298194,-40.0359,10.10467, 
209.6,-71.99655,19.94445,169.3871,1.251583,-43.24039,13.42984, 
209.7,-182.7265,-11.51124,160.4205,4.063841,-64.47289,17.05373, 
209.8,-147.8828,-8.406913,184.604,2.045129,-54.16978,12.14231, 
209.9,-123.8547,2.8188,199.6904,2.029738,-35.87621,11.83962, 
210,-77.02705,-82.10655,181.795,4.853735,-9.970278,6.784858, 
210.1,-10.35109,5.400912,122.753,1.079757,-23.89672,10.92332, 
210.2,27.48665,34.97705,213.6543,-0.519999,-15.50396,11.70248, 
210.3,-12.68546,26.2371,246.7435,2.12721,-15.364,10.7108, 
210.4,-106.5232,50.23333,241.7076,-0.823388,-28.50657,7.443395, 
210.5,-58.90179,-37.34365,212.6196,8.123201,-19.62289,31.73462, 
210.6,-51.53098,8.407587,195.7131,3.868899,-22.62334,18.35464, 
210.7,-31.8812,18.30651,203.365,2.653574,-22.24595,10.92816, 
210.8,-26.32674,-8.593212,219.7194,5.942161,-17.45282,25.33351, 
210.9,-65.14787,0.5807625,199.1322,5.177434,-26.85842,19.13285, 
211,-58.62155,10.63341,203.1836,3.550863,-21.75885,18.02621, 
211.1,-61.62909,30.21215,197.8769,1.401601,-22.91552,10.62696, 
211.2,-68.19206,29.18275,205.3094,1.70424,-21.92449,10.96103, 
211.3,-80.54785,25.21168,198.9489,2.804441,-24.38612,13.00769, 
211.4,-58.32529,26.37204,204.3843,2.506516,-24.7774,13.41426, 
211.5,-43.77647,27.53036,200.7975,1.885307,-22.34094,10.45122, 
211.6,-180.5063,62.1963,210.1385,1.437552,-28.4734,29.99491, 
211.7,-11.982,-184.7898,236.05,57.76848,-96.72053,87.16246, 
211.8,4.180562,225.513,211.2769,-20.86282,-5.893973,-53.61697, 
211.9,31.44535,1.277863,188.8348,8.943103,-14.24304,20.9065, 
212,-49.6622,-47.29286,150.9476,11.66551,-46.79851,34.59205, 
212.1,-71.08441,9.30635,165.4914,5.585277,-41.49903,17.13571, 
212.2,-110.6336,-20.26,153.4578,9.061416,-50.77725,17.75788, 
212.3,-148.5739,-66.3805,143.9686,14.76365,-61.39103,26.64291, 
212.4,-117.4078,-35.70647,211.8217,10.32203,-36.02026,19.00962, 
212.5,-21.7174,7.081512,206.976,2.99869,-29.42415,10.59664, 
212.6,-74.96082,11.8051,243.1287,0.058961,-18.85138,8.881284, 
212.7,-43.48761,-18.95639,296.0591,5.586028,-16.47838,13.92553, 
212.8,-68.99295,-3.170475,273.0878,3.562327,-16.35292,11.61918, 
212.9,-95.80964,13.48521,236.739,2.168832,-27.60763,9.831447, 
213,-99.77755,30.91249,238.9052,1.642573,-27.9933,7.838937, 
213.1,-108.0833,64.5896,219.9729,-1.180008,-28.97087,4.049318, 
213.2,-81.49058,82.2734,226.6294,-3.727455,-23.9288,3.791977, 
213.3,36.85284,45.95293,305.7418,0.752321,-7.855227,5.880031, 
213.4,-62.55901,11.40818,314.8298,5.503157,-17.85701,9.408757, 
213.5,-102.9544,5.291812,297.8373,7.274087,-22.78493,10.56324, 
213.6,-229.7669,16.22179,248.5038,7.511299,-36.53902,11.14502, 
213.7,-142.3082,17.46336,266.9997,7.531273,-24.76194,13.56042, 
213.8,-116.856,12.68532,288.3483,8.503819,-23.15643,10.53246, 
213.9,-255.0212,14.57658,239.926,5.775853,-40.4962,11.21052, 
214,-160.802,5.9533,280.3888,3.823571,-31.29994,11.7653, 
214.1,-109.3444,5.342775,295.8673,4.119855,-28.35874,6.663868, 
214.2,-43.56591,27.64787,256.8099,1.302842,-29.2052,4.428957, 
214.3,-91.55633,24.1246,267.2954,1.010573,-32.49468,5.228963, 
214.4,-88.30819,21.5076,276.9087,1.036695,-22.11591,6.968603, 
214.5,-35.9785,-1.734213,301.6493,3.410033,-8.870284,10.07893, 
214.6,-51.10091,10.06392,240.1952,1.774402,-19.29494,11.56961, 
214.7,-62.7355,19.4278,210.6707,0.875367,-27.03296,8.358534, 
214.8,-72.8197,9.44375,207.4926,2.627992,-29.54829,9.397205, 
214.9,-70.6998,13.77021,209.1818,1.730057,-28.05069,9.681523, 
215,-69.73467,12.01396,209.0531,2.247827,-28.0988,10.09974, 
215.1,-69.62485,12.60659,208.7741,2.037477,-28.59933,9.587086, 
215.2,-68.11292,13.21876,207.5059,2.068848,-28.14613,9.430042, 
215.3,-68.11034,13.02434,208.5168,1.855419,-28.18251,9.718846, 
215.4,-53.05693,31.13123,156.8008,0.024601,-29.95538,8.621135, 
215.5,-49.13689,33.09283,122.8366,-0.27747,-30.10849,9.482746, 
215.6,-41.91599,21.02289,130.8761,2.313597,-28.24315,8.784645, 
215.7,-70.13609,12.01122,225.8463,3.563178,-22.88961,9.790382, 
215.8,-96.84093,-0.1673125,279.1353,5.367485,-26.44492,10.56363, 
215.9,-93.30463,2.5926,284.2871,4.991159,-21.40348,9.923476, 
216,-63.43926,18.29124,251.4108,2.887606,-20.80217,8.624297, 
216.1,-57.44915,5.933475,193.2761,4.233934,-27.34011,10.5778, 
216.2,-50.08899,17.32789,213.9371,3.322353,-22.07665,12.24454, 
216.3,-73.17179,15.1575,204.575,3.81572,-26.98638,10.52515, 
216.4,-65.45424,19.78798,207.7953,3.039394,-24.86445,10.50209, 
216.5,-70.36189,19.55263,210.4361,2.614313,-25.19131,10.70193, 
216.6,-65.49474,16.02725,206.03,2.616391,-24.59174,10.33274, 
216.7,-69.19426,13.2315,205.0049,2.944718,-25.53967,10.57813, 
216.8,-68.29956,15.02314,201.7389,2.415567,-26.2619,10.64207, 
216.9,-68.64423,17.81887,209.435,2.221896,-24.52204,10.59521, 
217,-66.7187,20.7147,205.4481,1.927164,-25.41892,11.2926, 
217.1,-67.7253,18.51616,212.307,2.102468,-23.74832,10.78941, 
217.2,-73.78256,13.79152,206.334,2.636045,-24.81639,10.64455, 
217.3,-71.09561,21.08321,208.2471,1.460831,-25.08241,11.56823, 
217.4,-78.67977,17.57668,204.5808,1.831517,-26.93339,10.82736, 
217.5,-71.29903,19.45816,207.6503,1.353804,-25.0721,12.521, 
217.6,-65.49483,18.63696,206.7029,1.734277,-25.04913,12.0239, 
217.7,67.31667,-42.64429,146.5121,6.98862,-7.155991,11.05833, 
217.8,76.83302,97.17798,209.6044,3.892712,-23.33115,-1.114339, 
217.9,-63.92633,-46.72768,330.8766,79.24036,-3.051588,37.1776, 
218,-117.0797,2.968338,151.5528,-3.331404,-57.92724,23.44307, 
218.1,4.7026,28.34545,189.0343,3.077329,-24.69592,15.21166, 
218.2,-69.56616,-2.563412,166.8998,4.815561,-38.66041,22.51588, 
218.3,-60.49935,-1.6944,191.9256,3.760175,-34.14429,16.31447, 
218.4,-122.7417,-20.24661,179.7034,5.731647,-44.96421,20.78221, 
218.5,-132.1857,-25.03592,198.962,7.10537,-38.85227,18.913, 
218.6,-161.5006,-43.60201,159.4449,8.740858,-63.23004,24.30866, 
218.7,-74.74796,1.057588,190.806,0.414802,-32.16346,9.439795, 
218.8,-22.96098,-52.79334,153.9772,9.78229,-20.03589,11.66926, 
218.9,40.19335,50.22454,199.5992,-1.411247,-15.10077,7.376349, 
219,6.504363,63.79284,216.7069,-2.751255,-17.23038,1.067915, 
219.1,-51.50815,66.73751,248.2233,-2.164767,-20.69703,6.05486, 
219.2,-98.98522,40.14079,228.511,0.782256,-25.2961,8.184962, 
219.3,-122.4492,24.48338,187.8585,1.566601,-32.58037,9.542497, 
219.4,-54.96643,13.47278,208.0881,2.043967,-23.64207,12.29807, 
219.5,-53.8939,10.29295,213.3112,2.424852,-20.98397,13.18348, 
219.6,-69.0334,15.87841,215.1628,2.150903,-23.43567,11.63315, 
219.7,-68.98992,11.81885,209.0594,3.038897,-23.94189,10.66506, 
219.8,-66.79771,14.08875,208.819,2.913487,-24.13662,11.22874, 
219.9,-68.10894,24.35576,204.6871,1.407654,-24.85926,11.57458, 
220,-78.42291,15.40238,187.4924,2.515189,-27.74197,12.0155, 
220.1,-78.52283,14.6974,204.9175,2.958175,-26.48393,12.46346, 
220.2,-61.17155,29.59536,202.9647,0.87775,-24.02707,10.44804, 
220.3,-25.4709,24.58212,288.5516,1.01997,-4.961541,8.728912, 
220.4,-206.6366,108.4761,268.7984,34.27386,-61.79577,40.69278, 
220.5,-41.01371,-109.0295,197.2722,44.46245,-67.40625,44.26999, 
220.6,-29.32298,-45.35207,187.7008,6.105381,-24.22129,11.93472, 
220.7,-88.52116,49.64865,179.2331,-2.055694,-43.73104,2.201965, 
220.8,-68.78399,-9.970688,201.7339,5.334224,-30.82992,17.66027, 
220.9,-98.32908,-52.75215,193.3851,10.16115,-37.59497,28.64312, 
221,-131.2292,-60.12473,192.9346,11.34031,-42.56785,26.58708, 
221.1,-126.6205,-47.59356,189.2556,9.97877,-45.1083,20.706, 
221.2,-106.683,-0.2138625,231.9895,5.248141,-28.63222,5.344903, 
221.3,77.77495,-43.8531,208.47,1.552658,-13.39107,11.99933, 
221.4,-4.0291,4.156463,271.981,2.872428,-13.25452,16.45962, 
221.5,-24.7631,26.33433,278.2194,0.137594,-14.52677,9.835959, 
221.6,-66.61198,0.607275,256.7191,3.413416,-21.00762,11.78164, 
221.7,-85.67487,0.9486625,250.5299,4.171629,-24.3002,10.69961, 
221.8,-107.8477,29.80577,244.7789,1.392681,-26.99836,7.591288, 
221.9,-134.6516,62.97697,219.4226,-1.543577,-33.47846,4.067065, 
222,-85.71165,66.79752,243.047,-2.625171,-23.55704,5.666867, 
222.1,44.51744,34.67162,322.9172,1.946325,-4.994624,6.425062, 
222.2,-67.55204,13.37078,304.8219,6.085593,-17.85832,10.56557, 
222.3,-129.2823,12.81725,282.5537,5.904203,-25.10098,10.50428, 
222.4,-241.3773,21.15993,247.1699,6.792263,-39.21622,10.28199, 
222.5,-137.5556,24.00631,276.0905,6.755397,-24.93079,10.70398, 
222.6,-155.7117,16.62378,271.2987,7.586865,-28.60168,11.46152, 
222.7,-268.808,15.98719,235.0283,4.845069,-43.41624,11.80109, 
222.8,-139.1974,6.839475,291.4084,3.99476,-28.3904,7.920274, 
222.9,-97.23865,11.62284,295.0271,3.303521,-27.40054,5.117855, 
223,-34.02803,20.51939,257.5278,1.722078,-29.22359,6.026382, 
223.1,-89.37609,19.32618,261.7506,1.251909,-30.49491,8.255295, 
223.2,-75.21065,8.67165,284.7656,2.309146,-19.36036,9.376799, 
223.3,-30.2871,-8.398362,308.6621,3.861633,-7.716753,11.72244, 
223.4,-56.01477,8.576975,232.3985,1.645027,-20.67658,10.8594, 
223.5,-64.18127,11.42839,212.2885,1.696962,-28.46309,9.252107, 
223.6,-67.73379,10.38685,210.4202,2.34084,-28.87906,9.289276, 
223.7,-68.6114,10.65011,210.538,1.839057,-28.01705,10.25944, 
223.8,-68.01899,10.64097,212.3663,2.196704,-27.74883,10.0013, 
223.9,-69.54216,10.53848,209.9953,2.008984,-28.53036,9.871092, 
224,-67.0576,11.06863,210.0442,2.054069,-28.05951,9.65874, 
224.1,-66.68815,11.73359,210.3104,1.764036,-28.03386,9.734121, 
224.2,-67.16285,11.31365,209.9505,2.095115,-27.99041,9.809141, 
224.3,-68.32206,11.04027,210.4771,2.089086,-28.36432,9.629069, 
224.4,-67.10203,11.54984,210.0432,2.046128,-27.78172,9.957644, 
224.5,-68.51304,10.92597,210.1183,2.026333,-28.26965,9.785014, 
224.6,-68.0828,11.31701,209.9058,2.016726,-28.09209,9.786626, 
224.7,-67.8049,11.41355,209.9027,2.013132,-28.03942,9.804037, 
224.8,-65.78281,17.71073,183.1801,1.497285,-30.33822,8.764106, 
224.9,-53.1455,35.27491,140.245,-0.638837,-30.28141,9.576058, 
225,-47.36186,22.9785,132.833,0.954544,-29.61005,10.57535, 
225.1,-52.13299,18.21627,149.387,2.180575,-28.6016,9.35921, 
225.2,-75.44139,12.49236,246.7959,3.458696,-25.91875,9.111904, 
225.3,-79.06656,8.323913,283.0959,4.250544,-19.91156,7.150587, 
225.4,-86.44576,12.7937,283.4801,3.643401,-21.82583,9.915789, 
225.5,-54.48939,7.328063,240.7392,3.979158,-21.66954,8.336262, 
225.6,-47.10025,25.4971,199.6787,1.97037,-24.47432,8.559699, 
225.7,-56.73829,11.00159,204.582,3.722127,-24.36417,10.74987, 
225.8,-65.74438,15.77439,200.5497,3.243421,-27.10551,10.77348, 
225.9,-68.11114,11.32366,201.5359,3.547578,-26.04988,9.956222, 
226,-65.22688,13.99096,206.8145,2.995707,-25.44733,10.60385, 
226.1,-68.18324,11.11889,209.2975,3.054582,-24.73613,10.71968, 
226.2,-62.46841,18.10138,204.6573,2.228113,-24.60812,10.17249, 
226.3,-64.75607,2.105613,203.0519,3.950378,-24.726,15.8955, 
226.4,-63.75114,16.35445,211.4596,2.32837,-23.17368,11.2299, 
226.5,-70.06667,20.43007,205.0079,1.732295,-25.97718,10.94067, 
226.6,-72.21356,18.71634,208.6456,1.924205,-24.39974,10.60662, 
226.7,-62.87879,19.96111,206.0491,1.606726,-25.00532,11.21921, 
226.8,-70.02419,19.40321,209.2345,1.417835,-24.47376,11.20782, 
226.9,-67.24317,16.3027,202.0868,1.748247,-24.82676,11.25449, 
227,-67.62279,21.69564,206.0477,0.866892,-24.64916,9.177712, 
227.1,-52.07316,14.43576,208.1251,1.732351,-22.91242,10.47139, 
227.2,21.52295,21.87974,259.1996,-1.58611,3.067954,14.61335, 
227.3,-16.25878,-8.68795,220.443,10.81182,-13.52428,25.70956, 
227.4,77.33324,-25.88886,321.5093,43.82198,6.062375,37.0404, 
227.5,-244.2348,6.375062,226.9277,3.131797,-47.53517,15.1207, 
227.6,-33.93628,12.48746,194.0343,3.698017,-28.26576,7.950638, 
227.7,-57.70709,14.20065,174.4005,4.084396,-40.39791,14.15183, 
227.8,-72.11629,-6.396887,168.0372,4.697467,-40.62197,13.63285, 
227.9,-128.4588,1.61835,185.9915,3.279932,-42.91848,13.33866, 
228,-142.3215,-14.13461,197.5182,5.397941,-41.8118,14.0663, 
228.1,-134.4896,-8.068325,210.4603,5.240414,-39.0692,12.08611, 
228.2,690.0576,128.8382,-128.1094,-25.39583,-54.56297,-6.387461, 
228.3,0.1605,-38.8159,182.4496,4.671825,-18.86669,13.23097, 
228.4,-1.074675,0.7449875,193.881,4.935806,-22.8172,14.66811, 
228.5,3.28395,58.14636,228.8905,-1.181698,-16.56354,6.47557, 
228.6,-42.22939,79.29365,241.4523,-3.299851,-17.73324,4.587358, 
228.7,-91.79977,50.95663,216.0664,-0.07271,-27.31056,7.444903, 
228.8,-132.3211,13.67782,190.8402,2.889695,-33.29468,9.574475, 
228.9,-55.60012,10.32403,201.2566,3.408073,-23.75106,10.61549, 
229,-50.94242,18.12135,206.9534,2.240882,-22.72713,10.76209, 
229.1,-66.46796,12.69845,206.7975,3.613705,-25.55317,11.08097, 
229.2,-64.73936,12.16096,203.8535,3.524581,-25.14843,11.83279, 
229.3,-64.98808,17.98903,202.4492,2.506131,-24.85198,10.68316, 
229.4,-68.87151,17.3803,205.0695,3.151435,-24.10889,12.64039, 
229.5,-84.81618,6.900113,208.4565,4.788574,-24.30306,13.80056, 
229.6,-79.56051,7.972338,195.9769,4.330265,-26.15907,14.20205, 
229.7,-51.66116,13.18056,208.0218,3.833045,-21.40053,15.45526, 
