,Fx,Fy,Fz,Tx,Ty,Tz
37.6,-39.3288,-14.05086,18.21927,3.550371,-32.20729,2.559474
37.7,-36.4253,-20.28462,32.40399,4.793808,-27.27032,2.79259
37.8,-45.46532,-19.8022,21.97619,4.827226,-31.15807,3.064884
37.9,-41.9165,-22.18546,13.38673,3.993784,-30.97864,1.287722
38,-230.3869,-51.24189,121.2786,0.05567,20.15542,12.98709
38.1,-124.6157,-53.4789,-24.69276,6.760812,-51.24272,-0.28909
38.2,-96.16695,0.67745,23.88166,1.717918,-34.10233,-0.313657
38.3,-58.93084,14.81195,-6.031225,0.030787,-31.4812,-1.470223
38.4,-71.7448,-1.731225,-18.38853,2.508909,-38.44242,-0.365878
38.5,-62.24557,-4.221387,4.4231,2.13444,-33.31781,3.548923
38.6,-45.25011,-6.318425,9.804313,2.47891,-29.61312,3.189609
38.7,-54.11879,-14.38471,12.61296,3.280856,-31.72081,0.715151
38.8,-40.79377,-10.75571,15.48022,2.781769,-29.10589,1.70605
38.9,-38.23876,-13.80894,18.41399,3.29851,-28.67398,3.127692
39,-38.40649,-14.64379,19.61806,3.387686,-28.17688,2.861312
39.1,-37.6696,-15.23956,21.0977,3.854382,-30.77577,1.345796
39.2,-14.0471,-17.40734,14.92815,3.815057,-28.72798,2.313861
39.3,-75.74182,13.01494,42.97835,0.960005,-20.25868,4.990723
39.4,-73.53619,2.35825,-10.09052,2.381326,-42.16991,4.264086
39.5,-67.15556,12.4135,-33.18386,0.456904,-45.82277,-5.860091
39.6,-19.82779,-17.18536,-0.0306375,5.668749,-34.3678,5.09307
39.7,-44.65147,-19.3368,30.35035,4.95794,-29.11211,6.689903
39.8,-39.49019,-17.22745,17.45889,4.857404,-30.68205,3.629768
39.9,-35.76319,-7.6993,12.38084,3.061787,-32.78558,-0.448984
40,-40.68364,-18.06214,19.3909,4.543668,-31.39358,3.436699
40.1,-36.1051,-13.09096,20.06503,4.363424,-31.1594,2.150894
40.2,-39.12991,-15.37156,16.5376,4.511333,-31.89759,2.757512
40.3,-39.09805,-13.40475,18.30926,4.081852,-31.71893,2.151918
40.4,-40.06214,-14.80135,16.03511,4.227977,-32.59398,2.25119
40.5,-38.28017,-13.3144,15.47857,4.265749,-32.00203,2.500177
40.6,-28.23399,-20.22957,23.84693,4.156179,-29.9189,4.101938
40.7,-46.59605,-18.92704,39.82198,4.344769,-27.37165,4.118837
40.8,-79.5785,-18.65366,14.17411,5.003824,-33.2961,3.393044
40.9,-104.8205,88.87889,56.24702,-1.819454,-21.82656,-4.019189
41,-49.97631,6.179138,-21.49989,1.55314,-34.40244,2.496294
41.1,-39.51341,-5.060688,-27.14941,1.795981,-37.68792,-1.444895
41.2,-39.57656,-8.175887,29.86077,3.287652,-25.63618,3.867105
41.3,-35.13858,-17.86324,23.26625,3.929115,-26.76902,3.626997
41.4,-34.03964,-21.93043,18.99711,3.987627,-27.74166,3.734501
41.5,-31.94224,-16.58688,31.49886,3.690116,-25.92297,1.802906
41.6,-29.82979,-21.34339,26.14817,3.730913,-26.1299,3.771417
41.7,-29.38304,-16.75698,27.55116,3.52761,-25.93538,2.76267
41.8,-33.74321,-18.916,24.18877,3.736872,-27.50633,3.259768
41.9,-36.94593,-18.87111,24.94012,3.689223,-28.56342,3.914294
42,-36.77714,-12.54657,20.82713,3.056442,-29.45642,2.107163
42.1,-65.79581,17.77953,-21.14601,1.074606,-42.136,8.327373
42.2,-36.10524,28.6241,-16.10564,0.26044,-37.5984,-4.206646
42.3,-16.48639,-14.91981,23.62354,3.370593,-25.86352,3.52203
42.4,-62.86372,-19.7361,49.9509,4.565687,-23.89627,7.94657
42.5,-48.30599,-26.81906,29.69543,5.118584,-34.04305,7.210031
42.6,-32.74794,-14.17624,12.10789,4.023037,-31.81127,2.094107
42.7,-40.15344,-14.73996,21.43505,3.460725,-31.55276,2.550888
42.8,-39.20914,-14.73392,21.53392,3.605053,-30.67614,3.314052
42.9,-37.35191,-14.45744,14.0356,4.042887,-33.05885,2.208801
43,-39.55262,-13.82487,17.98408,4.098479,-32.03411,2.392784
43.1,-37.33334,-15.17609,17.87219,4.071775,-31.67353,3.170781
43.2,-38.0345,-12.89064,18.80741,3.466408,-31.94229,2.250482
43.3,-63.6023,-20.86403,10.96453,4.463743,-34.63652,2.448471
43.4,-47.90609,-9.747212,12.69534,3.472329,-32.91788,2.622288
43.5,-53.21994,-15.94546,14.44769,3.886853,-32.14086,3.707837
43.6,-68.47474,-10.43246,17.4379,3.709873,-31.91362,1.362444
43.7,-101.9981,-8.982412,87.54424,3.335875,-20.03513,-9.743526
43.8,-76.37962,-4.930263,-33.94561,1.71042,-44.96056,0.130561
43.9,-24.66619,-7.522975,15.0571,1.994336,-24.84848,3.769307
44,-22.80941,-22.33128,49.19869,4.654338,-20.08135,6.667767
44.1,-23.67614,-29.17694,22.6003,4.988968,-27.90193,4.02473
44.2,-19.71319,-21.8748,30.07431,3.88406,-24.66941,3.991734
44.3,-24.86874,-21.66089,36.51881,4.040521,-24.93583,3.947498
44.4,-28.6768,-19.5908,26.98889,3.468819,-26.64766,3.2368
44.5,-31.49495,-17.06739,24.71696,3.377229,-27.12673,2.811195
44.6,-34.93941,-17.2875,22.56257,3.507957,-27.79649,3.236311
44.7,-38.46825,-17.47219,22.79045,3.697794,-28.73028,3.286068
44.8,-38.54248,-12.61264,18.87412,3.134012,-29.89227,2.494616
44.9,-66.77159,19.32005,-29.62681,-0.280582,-41.55211,8.592849
45,-59.73212,30.94875,-18.37371,-0.376795,-39.08532,-4.869769
45.1,-16.56494,-9.280112,22.96881,3.844465,-25.41017,3.532021
45.2,-57.91505,9.179387,42.75549,3.063177,-25.5189,8.807808
45.3,-52.1717,-26.83871,22.36021,5.228019,-35.4485,6.411723
45.4,-34.79899,-13.23127,10.81872,3.810328,-32.51924,2.044969
45.5,-39.14148,-11.84771,21.59394,3.116923,-31.30898,2.499103
45.6,-39.08969,-13.94728,21.22076,3.530697,-30.91966,3.056115
45.7,-37.31834,-15.978,13.14499,4.208009,-33.25524,2.633736
45.8,-39.0401,-13.24545,18.95816,4.046837,-31.9056,2.16741
45.9,-37.69244,-16.11284,17.75001,4.170717,-31.74105,3.341774
46,-38.25938,-12.64433,18.21061,3.600471,-31.96803,2.060873
46.1,-79.06816,-5.498737,12.05037,3.754239,-35.3812,3.747846
46.2,-45.94611,-6.009912,9.254087,3.037934,-32.35303,2.796279
46.3,-62.97964,-2.302225,13.42699,3.366638,-31.34313,2.587486
46.4,-94.8301,-9.124363,12.0706,3.635616,-34.82823,2.331972
46.5,-56.56839,33.32676,14.61026,2.161899,-26.75838,2.542356
46.6,-47.55279,-2.184175,-12.83314,2.773821,-30.28902,4.212211
46.7,-45.73544,-16.3564,-41.59276,2.401159,-42.71325,2.01718
46.8,-47.39505,-10.07881,23.35734,3.286941,-27.58684,3.681218
46.9,-36.08646,-17.2089,25.70544,3.72289,-26.09434,3.777901
47,-32.33974,-21.74808,14.16033,4.030935,-28.16519,3.595829
47.1,-31.63681,-20.1993,31.10344,3.907815,-25.7442,2.191012
47.2,-28.92743,-20.26389,25.86157,3.680093,-25.74883,3.66765
47.3,-29.6824,-17.75161,26.16142,3.635738,-26.19023,3.108221
47.4,-33.47718,-18.22301,23.35493,3.666175,-27.30214,2.990099
47.5,-35.61016,-15.827,20.25525,3.74466,-27.63992,2.643074
47.6,-36.16513,-15.00578,19.03048,3.273693,-28.32536,3.054088
47.7,-92.74593,-32.71672,42.88873,1.822818,-37.8182,-3.003094
47.8,38,-13.85176,51.88668,2.164165,-10.05754,4.022562
47.9,-20.02188,-40.98753,33.54385,6.546828,-33.19694,6.032916
48,-117.9105,-12.34727,49.09721,8.471352,-28.7804,9.630277
48.1,-25.24106,-5.163437,0.0665625,2.52094,-29.85199,2.564238
48.2,-25.4385,-3.691488,8.869938,2.922717,-34.31646,-0.070563
48.3,-47.29367,-19.47302,17.4143,3.980924,-34.22483,3.971775
48.4,-41.41606,-8.270125,15.29986,2.683559,-32.33144,1.872875
48.5,-36.82883,-11.33056,15.40963,3.560626,-31.94677,2.541487
48.6,-42.16566,-15.41101,15.74273,4.376223,-32.63987,3.236835
48.7,-39.65717,-11.19406,15.10602,3.581538,-32.65005,2.011723
48.8,-39.79885,-13.68356,15.15835,3.624051,-32.70079,2.61778
48.9,-56.5281,-5.855988,23.41104,2.962142,-32.7189,2.51467
49,-39.1804,-15.1948,13.70184,3.56808,-31.19986,3.86458
49.1,-42.15351,-18.32553,23.58131,4.152165,-29.53669,3.968354
49.2,-57.34904,-16.16301,21.66721,4.102968,-28.87623,2.194652
49.3,-63.64516,-14.00215,38.50326,-5.805603,-35.93732,0.228055
49.4,-13.4633,-14.83796,-14.77221,3.568817,-33.1377,-9.127618
49.5,-6.795938,-28.94398,57.305,4.956494,-13.22579,5.030548
49.6,-24.11204,-38.3189,44.50056,6.217896,-24.8777,4.237775
49.7,-18.45042,-28.03686,22.49796,4.85096,-26.83326,4.028653
49.8,-16.61059,-20.6251,35.24089,3.788086,-23.19485,4.088225
49.9,-30.27556,-21.9781,30.23187,3.932515,-26.20942,4.035596
50,-31.14878,-15.26494,21.78756,2.864338,-27.49081,2.711254
50.1,-36.03611,-14.75667,20.14394,3.092704,-27.57605,2.875912
50.2,-38.51268,-14.60242,19.37495,3.176458,-28.38718,3.0268
50.3,-36.40318,-17.097,22.85515,3.44406,-29.82343,2.083416
50.4,-39.94946,-14.20274,18.62683,3.323265,-28.58749,3.022249
50.5,39.17,20.92869,60.71466,-1.009661,-7.891502,3.797009
50.6,-35.9457,-39.83868,23.5628,4.762309,-38.44329,4.072439
50.7,-52.18405,-23.16884,55.31526,4.813002,-22.79779,5.010327
50.8,-129.7272,18.47812,1.455475,1.844727,-36.61986,4.572422
50.9,-33.41726,9.697225,0.9896875,0.920325,-30.10495,-7.815075
51,-45.60751,-19.14019,11.11966,4.545483,-32.83882,0.181135
51.1,-54.71292,-17.66092,21.36931,4.328789,-33.12117,0.50596
51.2,-36.87834,-15.04241,7.268962,3.632506,-33.49764,2.868286
51.3,-41.74126,-11.36868,14.8854,3.587588,-32.84758,1.466103
51.4,-43.33207,-15.71715,14.61945,4.502588,-33.13428,2.67597
51.5,-38.45644,-11.93169,14.27419,3.764822,-32.56911,2.428671
51.6,-39.85572,-12.86759,16.02969,3.685772,-32.05477,2.608048
51.7,-40.17325,-13.0719,15.47334,3.690488,-32.11029,2.58259
51.8,-43.26996,-16.8222,25.54778,3.655644,-31.57784,2.007138
51.9,-38.51442,-22.76595,26.91435,4.765974,-28.01998,4.124068
52,-46.89489,-18.82239,17.44621,4.660343,-30.42788,3.771667
52.1,115.5903,-55.32139,-55.8032,4.710332,-32.1097,3.321967
52.2,65.02013,-22.01619,91.07918,6.611862,-10.34129,8.72244
52.3,-27.83819,-37.42968,41.48049,5.22657,-25.33677,4.192109
52.4,-38.17849,-31.17993,24.1862,4.224925,-27.82487,2.496523
52.5,-26.74555,-6.802175,31.4879,2.680248,-24.99911,2.135134
52.6,-46.30409,-17.22109,15.34953,3.033007,-29.78309,4.019937
52.7,-48.37829,-10.57901,7.626163,2.774988,-31.29478,2.378405
52.8,-48.20906,-5.519125,10.5115,1.793041,-31.32434,1.891412
52.9,-46.62844,-9.754675,8.366925,2.603177,-30.36558,3.331669
53,-46.60297,-7.943388,10.11425,2.467484,-30.99541,1.914107
53.1,-46.1844,-9.269688,8.362475,2.632746,-30.46596,2.556177
53.2,-47.55254,-10.79698,12.1009,3.238376,-32.59933,0.594747
53.3,-29.48042,-11.81446,7.949625,3.185746,-29.21329,2.115205
53.4,-84.58625,18.01362,35.06863,0.526875,-21.17105,4.20597
53.5,-81.49863,-15.72933,-24.26786,3.047139,-45.2762,4.293599
53.6,-68.27446,25.27902,-29.70261,-1.111767,-45.20955,-5.272175
53.7,-15.73375,-18.16724,-3.119313,4.834872,-34.92902,5.604016
53.8,-45.0243,-19.78242,30.03734,4.656041,-29.78475,6.516854
53.9,-35.58183,-15.83319,19.4634,4.379017,-29.7987,3.766703
54,-32.38215,-8.8215,14.71845,2.793584,-31.66678,0.366257
54.1,-39.07259,-18.7352,21.14644,4.302707,-30.76777,3.828082
54.2,-33.77201,-13.95706,19.39371,4.230298,-30.85585,2.577877
54.3,-37.67486,-16.0736,16.09475,4.305067,-31.8467,3.073502
54.4,-37.77586,-14.06669,17.42391,3.921876,-31.57332,2.38644
54.5,-38.02872,-15.0259,15.8245,3.858541,-32.02435,2.764712
54.6,-45.53751,-14.17097,30.10852,3.811346,-30.16426,2.452242
54.7,-37.29453,-24.17196,25.29891,4.862653,-28.29046,4.105504
54.8,-49.54969,-25.36075,17.46369,4.616988,-30.52196,3.295674
54.9,88.3577,-49.38085,-60.66494,10.60093,-26.47362,4.298655
55,55.86951,-14.84464,96.7036,6.253207,-9.930432,9.478761
55.1,-29.1493,-36.4276,31.60885,4.778957,-27.1161,4.156562
55.2,-34.30224,-27.63285,23.35235,3.620747,-27.29927,2.603806
55.3,-28.31237,0.8246625,27.77824,1.523581,-25.74886,2.426488
55.4,-47.93815,-16.83706,13.7785,3.00357,-30.36443,3.921053
55.5,-48.32838,-9.963238,6.256875,2.698544,-31.18356,2.234318
55.6,-49.68634,-5.698587,9.484075,1.897365,-31.45257,2.107217
55.7,-47.35055,-8.549288,7.886175,2.463214,-30.40142,3.106943
55.8,-47.4935,-7.538387,9.054237,2.429321,-31.16731,1.93424
55.9,-45.85606,-9.145263,8.126787,2.5986,-30.47745,2.467874
56,-45.57246,-10.23115,11.80181,3.219002,-32.77222,0.995072
56.1,-37.33895,-12.06774,10.09149,3.119091,-30.00144,2.111175
56.2,-89.81916,15.16366,38.73845,0.162329,-19.91958,4.005304
56.3,-74.36739,-8.3281,-30.71409,3.957296,-47.64924,4.255602
56.4,-69.54182,23.50605,-29.91999,-0.982346,-45.29209,-5.392394
56.5,-16.58999,-17.57956,-4.118662,4.861962,-35.26487,5.758981
56.6,-42.73104,-20.5595,30.15504,4.702273,-28.28029,7.318071
56.7,-34.55055,-12.81345,18.55238,3.987543,-29.99234,3.811798
56.8,-31.40805,-7.353437,13.88035,2.569154,-31.8378,0.557851
56.9,-39.45531,-18.12454,19.81857,4.237658,-31.06361,3.916832
57,-34.46059,-12.98979,18.28708,4.086937,-31.09927,2.362498
57.1,-38.0993,-15.88711,15.40853,4.313568,-32.09729,3.117136
57.2,-37.83252,-14.20074,17.19631,3.868827,-31.66218,2.379268
57.3,-38.2408,-14.28886,15.07276,3.833087,-31.97809,2.798567
57.4,-46.11615,-12.03324,29.36805,3.62709,-30.14832,2.027728
57.5,-37.12979,-24.06449,24.64614,4.946157,-28.26546,4.078647
57.6,-53.38365,-25.13231,17.863,4.923129,-30.34224,3.340045
57.7,21.52521,-10.06251,24.91903,9.43652,-30.70994,2.49986
57.8,34.08914,-12.99693,98.37547,5.656144,-9.836632,10.69683
57.9,-29.0259,-37.82661,28.93646,4.889769,-27.40678,4.150535
58,-34.14075,-26.38949,23.49025,3.456105,-27.25621,2.463866
58.1,-30.46425,3.363987,22.68387,1.058,-26.9497,2.416156
58.2,-53.0456,-13.68504,8.97545,2.688185,-31.86199,3.482586
58.3,-49.75705,-7.002213,4.84045,2.393227,-31.44624,1.730832
58.4,-50.10506,-5.021338,8.390987,1.854544,-31.62815,2.160625
58.5,-47.85576,-8.605812,6.5258,2.453874,-30.54688,2.980372
58.6,-47.41513,-6.969587,8.069013,2.374845,-31.22414,1.877599
58.7,-45.96592,-9.0803,7.790237,2.643297,-30.41769,2.443589
58.8,-46.95444,-10.60507,11.52915,3.193824,-32.57417,0.782196
58.9,-38.54,-11.47939,9.578,3.061246,-30.07584,2.109744
59,-90.74366,11.40076,44.96725,0.222123,-20.05196,4.057442
59.1,-77.50168,-10.38014,-39.93345,2.962014,-48.69561,4.182724
59.2,-69.56428,21.45101,-28.53272,-0.792699,-43.75018,-4.774796
59.3,-25.86846,-11.9806,3.339288,4.945366,-34.70509,7.773278
59.4,-42.87684,-20.74729,30.51389,4.78438,-27.69294,7.453244
59.5,-34.18931,-11.78194,17.97952,3.880372,-30.04276,3.852055
59.6,-30.23307,-5.8244,14.86979,2.345834,-31.85898,1.03974
59.7,-39.8773,-17.72437,20.32996,4.185318,-30.93359,3.938536
59.8,-34.45184,-13.01128,18.25339,4.107259,-30.97465,2.362304
59.9,-37.8315,-16.07581,14.70807,4.313767,-32.05655,3.077757
60,-38.1639,-14.0217,16.57688,3.896561,-31.69834,2.37501
60.1,-37.94857,-14.35551,14.83855,3.754505,-32.34274,2.637549
60.2,-32.9853,-7.810038,13.21984,4.237947,-29.24796,3.650726
60.3,-50.85635,-11.87547,7.523162,3.668058,-33.96067,1.48505
60.4,-55.10128,-11.49333,8.759012,3.83067,-32.5323,2.238045
60.5,130.2637,76.93959,24.44436,-0.303339,9.788677,14.85787
60.6,-107.4932,-85.32716,-5.748337,7.349543,-47.44041,0.914726
60.7,-90.15462,-5.168188,23.86177,1.322958,-34.5757,3.617707
60.8,-47.41374,11.94713,5.282125,0.445332,-28.20466,-0.577733
60.9,-68.58986,9.830262,-16.0322,0.328666,-38.59721,-0.065715
61,-60.95704,-1.000388,-1.136987,1.696127,-33.84835,0.748333
61.1,-44.45448,0.7943125,2.503963,1.771715,-30.28931,1.05862
61.2,-50.1348,-10.49911,4.39315,2.754116,-32.45361,2.302784
61.3,-43.9569,-7.099825,9.272975,2.315729,-30.07938,1.646901
61.4,-42.30881,-12.63748,11.64214,3.105364,-30.0426,2.709212
61.5,-40.0245,-12.00828,13.9883,3.057715,-28.9614,2.675171
61.6,-42.55316,-13.4291,16.52249,3.522682,-31.0539,1.234558
61.7,-39.37076,-12.75288,13.70772,3.237205,-28.5202,2.126232
61.8,1,1,1,1,1,1
61.9,1,1,1,1,1,1
62,1,1,1,1,1,1
62.1,1,1,1,1,1,1
62.2,1,1,1,1,1,1
62.3,1,1,1,1,1,1
62.4,1,1,1,1,1,1
62.5,1,1,1,1,1,1
62.6,1,1,1,1,1,1
62.7,1,1,1,1,1,1
62.8,1,1,1,1,1,1
62.9,1,1,1,1,1,1
63,1,1,1,1,1,1
63.1,1,1,1,1,1,1
63.2,1,1,1,1,1,1
63.3,1,1,1,1,1,1
63.4,1,1,1,1,1,1
63.5,1,1,1,1,1,1
63.6,1,1,1,1,1,1
63.7,1,1,1,1,1,1
63.8,1,1,1,1,1,1
63.9,1,1,1,1,1,1
64,1,1,1,1,1,1
64.1,1,1,1,1,1,1
64.2,1,1,1,1,1,1
64.3,1,1,1,1,1,1
64.4,1,1,1,1,1,1
64.5,1,1,1,1,1,1
64.6,1,1,1,1,1,1
64.7,1,1,1,1,1,1
64.8,1,1,1,1,1,1
64.9,1,1,1,1,1,1
65,1,1,1,1,1,1
65.1,1,1,1,1,1,1
65.2,1,1,1,1,1,1
65.3,1,1,1,1,1,1
65.4,1,1,1,1,1,1
65.5,1,1,1,1,1,1
65.6,1,1,1,1,1,1
65.7,1,1,1,1,1,1
65.8,1,1,1,1,1,1
65.9,1,1,1,1,1,1
66,1,1,1,1,1,1
66.1,1,1,1,1,1,1
66.2,1,1,1,1,1,1
66.3,1,1,1,1,1,1
66.4,1,1,1,1,1,1
66.5,1,1,1,1,1,1
66.6,1,1,1,1,1,1
66.7,1,1,1,1,1,1
66.8,1,1,1,1,1,1
66.9,1,1,1,1,1,1
67,1,1,1,1,1,1
67.1,1,1,1,1,1,1
67.2,1,1,1,1,1,1
67.3,1,1,1,1,1,1
67.4,1,1,1,1,1,1
67.5,1,1,1,1,1,1
67.6,1,1,1,1,1,1
67.7,1,1,1,1,1,1
67.8,1,1,1,1,1,1
67.9,1,1,1,1,1,1
68,1,1,1,1,1,1
68.1,1,1,1,1,1,1
68.2,1,1,1,1,1,1
68.3,1,1,1,1,1,1
68.4,1,1,1,1,1,1
68.5,1,1,1,1,1,1
68.6,1,1,1,1,1,1
68.7,1,1,1,1,1,1
68.8,1,1,1,1,1,1
68.9,1,1,1,1,1,1
69,1,1,1,1,1,1
69.1,1,1,1,1,1,1
69.2,1,1,1,1,1,1
69.3,1,1,1,1,1,1
69.4,1,1,1,1,1,1
69.5,1,1,1,1,1,1
69.6,1,1,1,1,1,1
69.7,1,1,1,1,1,1
69.8,1,1,1,1,1,1
69.9,1,1,1,1,1,1
70,1,1,1,1,1,1
70.1,1,1,1,1,1,1
70.2,1,1,1,1,1,1
70.3,1,1,1,1,1,1
70.4,1,1,1,1,1,1
70.5,1,1,1,1,1,1
70.6,1,1,1,1,1,1
70.7,1,1,1,1,1,1
70.8,1,1,1,1,1,1
70.9,1,1,1,1,1,1
71,1,1,1,1,1,1
71.1,1,1,1,1,1,1
71.2,1,1,1,1,1,1
71.3,1,1,1,1,1,1
71.4,1,1,1,1,1,1
71.5,1,1,1,1,1,1
71.6,1,1,1,1,1,1
71.7,1,1,1,1,1,1
71.8,1,1,1,1,1,1
71.9,1,1,1,1,1,1
72,1,1,1,1,1,1
72.1,1,1,1,1,1,1
72.2,1,1,1,1,1,1
72.3,1,1,1,1,1,1
72.4,1,1,1,1,1,1
72.5,1,1,1,1,1,1
72.6,1,1,1,1,1,1
72.7,1,1,1,1,1,1
72.8,1,1,1,1,1,1
72.9,1,1,1,1,1,1
73,1,1,1,1,1,1
73.1,1,1,1,1,1,1
73.2,1,1,1,1,1,1
73.3,1,1,1,1,1,1
73.4,1,1,1,1,1,1
73.5,1,1,1,1,1,1
73.6,1,1,1,1,1,1
73.7,1,1,1,1,1,1
73.8,1,1,1,1,1,1
73.9,1,1,1,1,1,1
74,1,1,1,1,1,1
74.1,1,1,1,1,1,1
74.2,1,1,1,1,1,1
74.3,1,1,1,1,1,1
74.4,1,1,1,1,1,1
74.5,1,1,1,1,1,1
74.6,1,1,1,1,1,1
74.7,1,1,1,1,1,1
74.8,1,1,1,1,1,1
74.9,1,1,1,1,1,1
75,1,1,1,1,1,1
75.1,1,1,1,1,1,1
75.2,1,1,1,1,1,1
75.3,1,1,1,1,1,1
75.4,1,1,1,1,1,1
75.5,1,1,1,1,1,1
75.6,1,1,1,1,1,1
75.7,1,1,1,1,1,1
75.8,1,1,1,1,1,1
75.9,1,1,1,1,1,1
76,1,1,1,1,1,1
76.1,1,1,1,1,1,1
76.2,1,1,1,1,1,1
76.3,1,1,1,1,1,1
76.4,1,1,1,1,1,1
76.5,1,1,1,1,1,1
76.6,1,1,1,1,1,1
76.7,1,1,1,1,1,1
76.8,1,1,1,1,1,1
76.9,1,1,1,1,1,1
77,1,1,1,1,1,1
77.1,1,1,1,1,1,1
77.2,1,1,1,1,1,1
77.3,1,1,1,1,1,1
77.4,1,1,1,1,1,1
77.5,1,1,1,1,1,1
77.6,1,1,1,1,1,1
77.7,1,1,1,1,1,1
77.8,1,1,1,1,1,1
77.9,1,1,1,1,1,1
78,1,1,1,1,1,1
78.1,1,1,1,1,1,1
78.2,1,1,1,1,1,1
78.3,1,1,1,1,1,1
78.4,1,1,1,1,1,1
78.5,1,1,1,1,1,1
78.6,1,1,1,1,1,1
78.7,1,1,1,1,1,1
78.8,1,1,1,1,1,1
78.9,1,1,1,1,1,1
79,1,1,1,1,1,1
79.1,1,1,1,1,1,1
79.2,1,1,1,1,1,1
79.3,1,1,1,1,1,1
79.4,1,1,1,1,1,1
79.5,1,1,1,1,1,1
79.6,1,1,1,1,1,1
79.7,1,1,1,1,1,1
79.8,1,1,1,1,1,1
79.9,1,1,1,1,1,1
80,1,1,1,1,1,1
80.1,1,1,1,1,1,1
80.2,1,1,1,1,1,1
80.3,1,1,1,1,1,1
80.4,1,1,1,1,1,1
80.5,1,1,1,1,1,1
80.6,1,1,1,1,1,1
80.7,1,1,1,1,1,1
80.8,1,1,1,1,1,1
80.9,1,1,1,1,1,1
81,1,1,1,1,1,1
81.1,1,1,1,1,1,1
81.2,1,1,1,1,1,1
81.3,1,1,1,1,1,1
81.4,1,1,1,1,1,1
81.5,1,1,1,1,1,1
81.6,1,1,1,1,1,1
81.7,1,1,1,1,1,1
81.8,1,1,1,1,1,1
81.9,1,1,1,1,1,1
82,1,1,1,1,1,1
82.1,1,1,1,1,1,1
82.2,1,1,1,1,1,1
82.3,1,1,1,1,1,1
82.4,1,1,1,1,1,1
82.5,1,1,1,1,1,1
82.6,1,1,1,1,1,1
82.7,1,1,1,1,1,1
82.8,1,1,1,1,1,1
82.9,1,1,1,1,1,1
83,1,1,1,1,1,1
83.1,1,1,1,1,1,1
83.2,1,1,1,1,1,1
83.3,1,1,1,1,1,1
83.4,1,1,1,1,1,1
83.5,1,1,1,1,1,1
83.6,1,1,1,1,1,1
83.7,1,1,1,1,1,1
83.8,1,1,1,1,1,1
83.9,1,1,1,1,1,1
84,1,1,1,1,1,1
84.1,1,1,1,1,1,1
84.2,1,1,1,1,1,1
84.3,1,1,1,1,1,1
84.4,1,1,1,1,1,1
84.5,1,1,1,1,1,1
84.6,1,1,1,1,1,1
84.7,1,1,1,1,1,1
84.8,1,1,1,1,1,1
84.9,1,1,1,1,1,1
85,1,1,1,1,1,1
85.1,1,1,1,1,1,1
85.2,1,1,1,1,1,1
85.3,1,1,1,1,1,1
85.4,1,1,1,1,1,1
85.5,1,1,1,1,1,1
85.6,1,1,1,1,1,1
85.7,1,1,1,1,1,1
85.8,1,1,1,1,1,1
85.9,1,1,1,1,1,1
86,1,1,1,1,1,1
86.1,1,1,1,1,1,1
86.2,1,1,1,1,1,1
86.3,1,1,1,1,1,1
86.4,1,1,1,1,1,1
86.5,1,1,1,1,1,1
86.6,1,1,1,1,1,1
86.7,1,1,1,1,1,1
86.8,1,1,1,1,1,1
86.9,1,1,1,1,1,1
87,1,1,1,1,1,1
87.1,1,1,1,1,1,1
87.2,1,1,1,1,1,1
87.3,1,1,1,1,1,1
87.4,1,1,1,1,1,1
87.5,1,1,1,1,1,1
87.6,1,1,1,1,1,1
87.7,1,1,1,1,1,1
87.8,1,1,1,1,1,1
87.9,1,1,1,1,1,1
88,1,1,1,1,1,1
88.1,1,1,1,1,1,1
88.2,1,1,1,1,1,1
88.3,1,1,1,1,1,1
88.4,1,1,1,1,1,1
88.5,1,1,1,1,1,1
88.6,1,1,1,1,1,1
88.7,1,1,1,1,1,1
88.8,1,1,1,1,1,1
88.9,1,1,1,1,1,1
89,1,1,1,1,1,1
89.1,1,1,1,1,1,1
89.2,1,1,1,1,1,1
89.3,1,1,1,1,1,1
89.4,1,1,1,1,1,1
89.5,1,1,1,1,1,1
89.6,1,1,1,1,1,1
89.7,1,1,1,1,1,1
89.8,1,1,1,1,1,1
89.9,1,1,1,1,1,1
90,1,1,1,1,1,1
90.1,1,1,1,1,1,1
90.2,1,1,1,1,1,1
90.3,1,1,1,1,1,1
90.4,1,1,1,1,1,1
90.5,1,1,1,1,1,1
90.6,1,1,1,1,1,1
90.7,1,1,1,1,1,1
90.8,1,1,1,1,1,1
90.9,1,1,1,1,1,1
91,1,1,1,1,1,1
91.1,1,1,1,1,1,1
91.2,1,1,1,1,1,1
91.3,1,1,1,1,1,1
91.4,1,1,1,1,1,1
91.5,1,1,1,1,1,1
91.6,1,1,1,1,1,1
91.7,1,1,1,1,1,1
91.8,1,1,1,1,1,1
91.9,1,1,1,1,1,1
92,1,1,1,1,1,1
92.1,1,1,1,1,1,1
92.2,1,1,1,1,1,1
92.3,1,1,1,1,1,1
92.4,1,1,1,1,1,1
92.5,1,1,1,1,1,1
92.6,1,1,1,1,1,1
92.7,1,1,1,1,1,1
92.8,1,1,1,1,1,1
92.9,1,1,1,1,1,1
93,1,1,1,1,1,1
93.1,1,1,1,1,1,1
93.2,1,1,1,1,1,1
93.3,1,1,1,1,1,1
93.4,1,1,1,1,1,1
93.5,1,1,1,1,1,1
93.6,1,1,1,1,1,1
93.7,1,1,1,1,1,1
