Time,Fx,Fy,Fz,Tx,Ty,Tz
200.6,-66.4398,18.4894,201.0779,2.376418,-24.50577,9.847804
200.7,-64.83905,20.48544,195.2745,2.241283,-25.98398,10.91545
200.8,-65.30623,18.88269,194.7952,2.170721,-25.85968,11.39897
200.9,-68.05339,23.57675,197.2275,1.695638,-26.1582,11.45642
201,-73.06381,23.53405,194.6532,1.781387,-26.31729,11.30591
201.1,-76.65096,22.01046,193.609,1.52902,-26.68493,10.84006
201.2,-64.5292,24.85006,197.1224,1.072196,-24.62357,9.743891
201.3,-58.94385,16.41833,197.8417,2.457303,-24.81037,11.41457
201.4,34.78024,21.24709,244.3023,1.076109,0.286378,15.33379
201.5,26.95283,54.72445,164.9992,17.0918,-16.57355,20.33603
201.6,62.8666,-82.97619,322.1615,36.27877,13.52327,55.05128
201.7,-201.7422,26.59341,196.9653,2.015375,-52.5383,33.25576
201.8,-32.44226,54.71931,186.1409,-1.499157,-25.11817,2.079161
201.9,-66.71534,0.42335,174.8873,4.55898,-41.76746,16.50531
202,-71.78931,-10.34702,187.4753,4.788069,-32.50024,18.32752
202.1,-126.1472,-21.18646,173.1962,5.801485,-44.93916,19.43714
202.2,-123.9903,-22.93156,187.5748,6.140899,-43.83926,18.14057
202.3,-133.4573,-31.47474,144.8784,7.790605,-61.66968,20.45648
202.4,-51.79596,0.24645,200.341,3.360766,-24.56304,14.40047
202.5,-9.310337,-50.37114,177.277,1.05489,-31.58144,14.29922
202.6,24.57011,9.740675,198.7231,1.983093,-14.39875,7.975368
202.7,13.3849,67.03378,214.0329,-2.34289,-17.19296,3.005759
202.8,-58.58224,84.6954,234.7391,-3.963962,-21.80458,1.258543
202.9,-103.1595,38.06669,225.7076,0.710383,-24.96533,6.37893
203,-125.4403,13.53081,186.8023,2.860778,-31.58851,9.001728
203.1,-55.54306,24.58741,198.0097,1.979465,-23.56669,8.0154
203.2,-53.29914,17.81825,199.9673,2.602214,-23.13159,11.46417
203.3,-60.69185,-1.756562,205.4729,5.07945,-20.98958,15.34257
203.4,-66.91246,19.33581,199.1244,2.927012,-24.23577,10.39388
203.5,-60.74795,16.21294,195.3287,3.851909,-22.80244,11.62002
203.6,-66.51917,15.15464,196.7386,3.95736,-23.47983,12.6211
203.7,-88.12949,19.64151,186.8517,3.745344,-26.76013,12.34048
203.8,-70.77224,22.64487,193.9727,3.543306,-24.29532,10.99855
203.9,-59.88707,11.20139,189.9894,4.189299,-25.59927,11.12231
204,-145.8133,56.3257,265.5218,-1.476164,-27.38535,15.73045
204.1,-178.4249,-61.45816,317.0244,26.37712,-82.32231,94.69535
204.2,-7.018387,-0.3925875,245.102,-1.486852,-12.31041,1.746529
204.3,-48.14874,-21.83434,211.2611,7.223116,-21.36421,17.92795
204.4,-70.4103,-20.16244,129.3355,8.348862,-64.07729,28.33198
204.5,-61.277,18.85216,168.67,2.226663,-39.98644,10.05646
204.6,-90.46446,-18.53979,162.5229,6.601818,-43.71653,19.58204
204.7,-126.0968,-66.14433,180.2185,11.89208,-43.72569,26.78842
204.8,-126.1404,-68.16334,174.813,12.39684,-48.22276,23.95221
204.9,-101.8383,8.71475,213.0301,4.188916,-28.00752,11.13404
205,-22.06557,7.510838,237.4792,7.159311,-13.52271,20.48857
205.1,-12.44055,-9.8514,308.5651,4.84117,-8.624988,13.45733
205.2,-40.50161,-0.2201625,296.3906,3.914815,-13.79752,4.48603
205.3,-66.18137,6.60175,251.3082,2.983759,-21.1381,10.35333
205.4,-110.4871,48.51365,195.9104,-0.457379,-32.21439,5.305775
205.5,-138.861,82.87708,179.2253,-4.059619,-34.34131,2.572305
205.6,56.50526,71.40868,253.5526,-2.189639,-10.32588,4.785074
205.7,49.84065,17.40044,313.2613,6.330521,-0.125198,9.83737
205.8,-243.2975,7.577975,226.3916,7.262258,-42.16123,9.738781
205.9,-238.5001,21.56345,243.8351,6.012175,-36.66829,7.378594
206,-90.45916,19.18019,291.7563,7.942527,-15.18489,9.098452
206.1,-367.582,8.696762,178.3188,6.720267,-50.9073,12.45587
206.2,-151.7025,18.76829,286.4204,1.490803,-30.35457,5.24652
206.3,28.9494,13.40789,281.4254,3.932436,-27.08105,0.557732
206.4,-99.35665,28.91704,256.5091,1.345546,-33.15508,4.092554
206.5,-87.60906,20.45479,255.95,0.191512,-27.02112,9.832778
206.6,-26.04635,-11.71089,304.0493,5.234473,-3.873046,10.8516
206.7,-62.83695,18.37994,229.9334,1.480497,-22.9103,5.933586
206.8,-60.48505,11.59805,203.4568,1.960749,-27.86446,9.429229
206.9,-66.25182,11.19738,203.6248,2.510129,-28.13374,8.295509
207,-68.46286,9.762325,205.3287,2.407234,-28.24607,9.250121
207.1,-67.04102,11.58289,204.7206,2.42361,-27.37568,9.15647
207.2,-67.69929,10.57774,203.1793,2.636192,-28.17206,9.152588
207.3,-67.44827,12.23541,202.9661,2.254587,-28.10049,8.841151
207.4,-66.017,12.4119,202.5941,2.287988,-27.66043,8.964452
207.5,-68.69489,11.73905,202.8152,2.259011,-28.42346,8.913138
207.6,-67.78859,11.53959,201.8849,2.519863,-28.02185,9.050159
207.7,-68.13316,11.97836,202.6769,2.355575,-28.11684,9.015657
207.8,-67.56728,12.03841,201.6825,2.443929,-27.93824,9.15894
207.9,-68.32795,21.76449,171.1229,1.287527,-30.82733,8.185255
208,-67.8824,36.19347,123.8148,-0.289868,-32.62038,8.647161
208.1,-60.97265,22.00562,115.1671,1.56809,-33.03895,9.663525
208.2,-62.0864,17.58129,140.4225,2.651904,-30.6787,10.96789
208.3,-63.74366,-0.6697,231.224,5.547208,-23.75123,9.692632
208.4,-69.11029,-2.252887,276.2214,6.109115,-21.49606,8.69951
208.5,-72.81223,15.022,278.0218,4.020284,-20.93625,8.426635
208.6,-51.41434,16.53094,237.3797,3.596028,-21.68526,7.392974
208.7,-47.46188,24.91794,194.5293,2.411129,-24.26941,7.90243
208.8,-51.32819,13.13405,194.4798,3.81755,-25.32458,9.439866
208.9,-68.27225,9.8429,196.5702,4.211592,-27.31646,9.855017
209,-67.87216,15.52041,201.7917,3.499381,-25.47871,8.932726
209.1,-63.11639,18.15435,198.1399,2.833992,-24.80429,8.785163
209.2,-67.8546,14.47109,197.2137,2.835608,-25.57516,9.645378
209.3,-63.54332,19.32749,200.8979,2.074657,-24.51384,9.380963
209.4,-64.47678,9.737537,195.9342,3.122363,-25.84428,9.466687
209.5,-67.60178,17.73146,197.8582,1.964264,-26.29891,9.950009
209.6,-67.6534,15.75775,197.6608,2.642995,-25.63394,9.93002
209.7,-66.649,18.31672,204.0798,2.217045,-25.70025,11.25554
209.8,-71.2579,15.2845,198.9803,2.223023,-25.5606,10.11551
209.9,-62.86915,19.31568,192.45,1.468013,-25.71256,10.74347
210,-78.11868,27.57479,186.2849,0.62914,-27.94901,8.942312
210.1,-70.07235,18.23079,198.7475,1.703706,-25.74187,9.858411
210.2,-55.51577,21.69997,196.0565,1.070163,-24.95636,9.931442
210.3,219.5293,19.13131,80.12892,3.737359,-32.82993,10.18249
210.4,-107.4528,-31.86818,145.7008,22.52897,-29.16719,11.46193
210.5,86.65105,-169.4434,246.4594,77.83242,-4.814206,84.90693
210.6,-111.9029,98.64333,151.6109,-3.76835,-43.93198,0.24215
210.7,19.00769,32.03491,177.6599,2.379583,-26.69006,11.1752
210.8,-70.85458,0.5083625,170.977,5.575875,-37.93921,17.797
210.9,-81.29454,-11.52545,188.6297,5.717852,-34.6619,17.07353
211,-125.0575,-6.988187,162.4001,5.328968,-48.42006,12.88038
211.1,-131.5018,-6.090175,193.7034,4.285,-40.33492,15.26967
211.2,-124.3283,-20.29448,181.1532,5.861499,-43.36971,13.62269
211.3,-63.0051,-14.65881,186.2882,4.858715,-26.18478,13.63797
211.4,-26.62812,-16.35214,205.9337,6.190109,-23.22281,17.84102
211.5,16.92426,1.866475,186.1637,3.35012,-18.60291,6.168518
211.6,3.568413,60.39561,226.3441,-1.566535,-16.58346,3.540853
211.7,-42.00429,71.30614,239.3856,-1.780907,-19.3698,4.361923
211.8,-83.3276,75.42109,221.0722,-2.381086,-21.91432,4.849551
211.9,-119.2357,28.69084,185.9207,2.183436,-31.59193,6.899484
212,-72.06269,13.29661,186.1523,4.167434,-26.466,8.865479
212.1,-40.5584,21.31215,202.5502,2.758888,-21.09666,11.0512
212.2,-69.12637,4.105087,199.0847,5.935714,-23.89319,14.91177
212.3,-67.86121,15.38725,200.3122,3.97183,-23.72156,9.996031
212.4,-64.55228,12.06605,197.0655,4.239892,-23.57356,10.90745
212.5,-60.58258,12.89713,197.7987,4.268398,-23.29163,12.18858
212.6,-81.21104,2.604575,188.6493,5.020707,-24.39853,14.3977
212.7,-77.6581,11.89335,194.7075,4.524378,-26.10983,11.10094
212.8,-59.74555,14.83335,200.5157,4.111546,-21.46775,9.902705
212.9,96.3928,25.36258,167.4299,6.822429,-13.85643,22.09247
213,-149.8403,84.35505,62.53965,15.14182,-70.18185,11.17309
213.1,-88.61876,-240.7854,246.3022,46.81318,-17.0846,89.49282
213.2,-124.5256,20.939,178.6514,8.678888,-50.7579,16.91092
213.3,-45.96091,112.3725,148.8592,-6.987359,-46.3167,-18.18638
213.4,-68.36543,-6.271038,156.3246,6.446178,-48.48009,14.98449
213.5,-57.23248,-33.08833,154.7752,9.692147,-43.27988,25.65906
213.6,-107.704,-28.26307,137.4616,10.1923,-55.52553,16.17754
213.7,-131.2816,-29.01866,171.1013,9.814998,-48.29589,11.86484
213.8,-146.069,-81.13531,150.1058,15.87555,-56.91507,25.76662
213.9,246.5919,176.0614,295.6949,-14.62328,15.88991,16.71713
214,-55.92717,4.043562,266.3116,1.004187,-26.25036,8.719599
214.1,-2.623163,-8.5696,321.6996,5.123833,-7.311974,13.14663
214.2,-34.15655,3.163713,262.204,3.557225,-16.22362,10.91004
214.3,-100.4252,18.03235,223.809,2.04097,-28.84466,8.938764
214.4,-137.1529,56.48845,187.5441,-1.162372,-36.23674,4.977621
214.5,-158.1393,67.00897,184.7726,-2.688797,-39.17298,5.862598
214.6,84.71996,49.35582,305.1204,0.598219,-2.277363,6.034392
214.7,-44.44549,-0.8687875,310.5407,9.838343,-15.34317,17.36783
214.8,-271.2852,-2.397512,222.4665,8.862814,-43.47291,16.24731
214.9,-170.9224,14.80711,255.9712,7.003345,-29.50014,17.38743
215,-178.7801,10.14641,242.3136,9.240712,-30.81872,11.07348
215.1,-339.0768,18.29259,184.662,4.581225,-55.94949,12.28338
215.2,-74.65125,5.766613,292.463,2.444835,-29.1247,7.7221
215.3,69.56979,22.00723,277.523,3.11753,-20.98165,3.233491
215.4,-103.5178,17.3583,251.5515,2.036379,-31.18374,7.811051
215.5,-65.41451,18.45265,276.1153,0.275515,-16.89075,8.886063
215.6,-15.49673,-14.46457,318.484,5.517122,-1.00436,12.3018
215.7,-62.84775,11.20798,213.0671,1.569376,-25.5217,9.032856
215.8,-70.44221,5.452387,202.6745,2.795099,-28.72006,9.409944
215.9,-65.08952,12.44209,203.5454,2.099711,-28.17987,8.08179
216,-65.32225,9.592262,202.2271,2.387621,-28.03555,9.530238
216.1,-67.04531,10.50517,204.4194,2.338084,-28.05393,9.144108
216.2,-67.80557,9.5145,203.7066,2.599225,-28.26899,9.068717
216.3,-67.51805,10.30231,203.5549,2.114131,-28.4674,9.202415
216.4,-65.89137,10.7673,203.137,2.30666,-27.89886,9.053012
216.5,-67.02453,10.97464,202.5067,2.146678,-28.56073,8.961072
216.6,-66.13927,10.29511,202.1956,2.56425,-28.1207,9.15427
216.7,-66.91671,11.33419,202.8705,2.217092,-28.23523,9.087864
216.8,-66.67224,10.70935,202.4082,2.339852,-28.01137,9.066647
216.9,-67.31385,10.64329,203.1235,2.225924,-28.35023,9.088765
217,-66.14114,10.88762,202.9351,2.300857,-27.86561,9.201604
217.1,-67.03838,10.29534,203.6235,2.410384,-28.28811,9.053022
217.2,-66.0454,11.016,202.6711,2.338292,-27.95176,9.208064
217.3,-66.55196,10.48676,203.6416,2.339655,-28.05603,9.132866
217.4,-66.18679,10.6919,203.2296,2.276287,-28.01042,9.223778
217.5,-65.91664,10.34444,204.0334,2.38729,-28.01219,9.149971
217.6,-65.86703,10.53172,203.2926,2.375976,-27.87322,9.222221
217.7,-65.73146,10.01394,203.3115,2.471885,-27.8978,9.15844
217.8,-66.3136,10.52741,203.8176,2.309382,-27.95505,9.195907
217.9,-65.76325,10.53195,204.1413,2.371673,-27.87862,9.195169
218,-61.90081,14.88433,189.8384,1.873936,-28.6769,9.076715
218.1,-40.49436,32.26279,145.2541,-0.024487,-28.3868,8.568859
218.2,-38.62664,23.64509,118.4891,0.955362,-28.49509,9.948028
218.3,-40.15155,20.00931,152.2764,2.274701,-26.6045,7.850012
218.4,-87.50378,10.06726,235.846,4.023963,-26.31387,7.697245
218.5,-100.8328,10.32856,273.3773,4.255228,-25.64611,6.686321
218.6,-90.2741,8.678425,266.0352,4.233812,-21.4666,8.510084
218.7,-54.81749,1.514037,225.8335,4.759176,-21.18877,9.822649
218.8,-50.42194,20.05392,199.2604,2.714005,-22.52444,8.305599
218.9,-55.92564,16.64982,198.6393,3.288686,-23.71556,8.950092
219,-65.54501,11.4628,199.1128,3.648421,-24.97571,10.08795
219.1,-62.35297,15.79599,200.6846,3.194445,-23.97478,9.91441
219.2,-67.34608,15.57514,193.5178,2.715658,-26.33653,9.993114
219.3,-63.67145,20.22931,201.8037,1.880234,-24.01782,9.895946
219.4,-66.10914,13.27261,197.5897,2.622082,-25.50455,10.25821
219.5,-63.85585,15.22783,200.3244,2.503076,-25.47308,10.89985
219.6,-65.12788,20.37686,198.889,1.860718,-24.16776,10.53831
219.7,-69.15876,11.90018,199.2982,2.980361,-24.60689,10.18702
219.8,-62.31194,15.68685,200.2144,2.498095,-23.7332,10.31455
219.9,-64.3058,19.12335,198.5892,1.948434,-24.40275,10.94062
220,-63.49652,6.228775,199.3229,2.716043,-22.43719,15.18018
220.1,-75.38446,8.393025,194.2057,2.770485,-24.90414,12.10228
220.2,-64.79069,13.13756,201.2178,1.951455,-22.89349,14.05161
220.3,-56.03382,19.43175,201.6692,1.446503,-20.23167,12.38668
220.4,25.94068,32.08617,273.1359,0.088702,-3.990108,22.47268
220.5,-42.64468,-5.584363,152.4591,32.18745,-46.2251,19.37972
220.6,13.508,37.0984,302.8889,20.381,-5.282495,52.57258
220.7,-285.6524,-22.19254,172.2696,0.320478,-72.34705,55.87722
220.8,-30.44761,29.68615,178.1038,0.503584,-34.64611,5.325627
220.9,-70.34418,8.481225,155.4141,2.506576,-47.6166,12.99829
221,-94.3953,-19.11378,169.3332,5.430187,-43.0965,18.78093
221.1,-179.3341,-15.41389,176.7905,5.047027,-53.09682,21.05367
221.2,-147.1407,-35.62117,180.5085,6.878361,-51.9634,20.39167
221.3,-144.677,-12.30471,145.4606,7.513391,-66.51685,20.04802
221.4,-258.4239,-31.585,252.918,-2.741871,30.03646,17.59904
221.5,-9.225038,-25.39027,119.9638,5.014286,-25.74611,14.71989
221.6,2.174663,-15.82686,183.149,6.417654,-18.41746,16.73011
221.7,-21.08007,31.29512,221.6017,2.111099,-19.09072,10.09615
221.8,-55.28611,76.79674,237.7424,-2.611476,-19.48779,4.235899
221.9,-96.17726,54.211,218.8883,1.363407,-21.41881,7.330358
222,-120.4801,17.63983,178.6551,5.139041,-31.62828,11.15478
222.1,-62.64713,14.29134,194.8769,5.7915,-22.84482,11.18908
222.2,-37.10385,4.288513,199.4134,6.758214,-19.44819,15.18013
222.3,-61.18801,15.3618,196.0976,5.572028,-19.79299,12.0508
222.4,-58.61977,9.075175,202.8737,5.989322,-17.8485,16.03182
222.5,-48.90451,13.54964,201.0554,5.762176,-16.11142,15.02824
222.6,-47.95679,11.34779,207.6447,6.116978,-14.43868,15.20197
222.7,-69.03424,8.957,195.7049,7.280994,-18.14319,14.84083
222.8,-76.58347,20.76851,191.1465,5.954897,-19.12708,12.71546
222.9,-45.22316,23.66671,187.1714,5.268776,-19.50698,13.93877
223,-14.99253,-1.190138,236.5103,9.975856,-9.331492,23.28562
223.1,-236.6328,48.6058,230.4038,55.14014,-48.87655,67.39773
223.2,-96.47041,-99.85789,110.5583,40.68719,-72.49181,55.83457
223.3,90.25288,-7.904275,113.1689,8.37675,-24.2514,-24.87693
223.4,-62.30219,50.37793,168.5578,0.234903,-34.48133,1.276597
223.5,-68.87169,-30.89981,164.612,8.860417,-34.45606,24.18294
223.6,-92.95911,-41.81358,123.5927,11.24312,-51.59594,29.53139
223.7,-101.1119,-26.64136,156.9148,9.85304,-46.88181,19.05204
223.8,-123.9888,-66.14025,177.5215,13.23285,-42.87493,22.76644
223.9,-141.1115,-55.41452,169.5732,14.82601,-51.01707,25.01257
224,-25.10224,-8.859887,302.5309,16.44347,-0.132875,9.772974
224.1,-52.00742,-19.91052,288.584,6.815635,-13.31354,11.26462
224.2,-40.46051,5.169212,322.6406,2.813313,-10.90689,7.909098
224.3,-63.76365,7.020175,270.0682,2.178282,-20.52371,8.535062
224.4,-104.1099,27.62395,216.6226,0.449869,-30.99647,6.604911
224.5,-131.6476,69.69444,165.4093,-4.280636,-36.02632,4.036523
224.6,-42.87174,77.06628,212.9025,-4.892546,-24.27217,2.899913
224.7,131.7103,33.15413,339.6208,1.412016,7.505342,2.210519
224.8,-165.0397,31.90985,287.5368,6.186725,-26.75027,2.76317
224.9,-389.074,22.55333,200.6066,5.645271,-58.49056,9.601467
225,-127.7125,17.20065,293.6258,6.992937,-23.79594,9.572054
225.1,-293.9728,3.407425,223.1258,8.486909,-39.78577,9.602822
225.2,-221.4599,1.7342,261.1654,3.624603,-32.80259,11.08534
225.3,2.9513,-6.6923,306.0286,4.98897,-24.3543,8.053197
225.4,-3.211713,-1.971525,253.4696,6.190003,-28.08765,10.28804
225.5,-111.3189,23.55946,247.5099,0.070114,-30.56953,10.61195
225.6,-52.81174,9.1019,284.3571,1.937002,-12.5669,9.448633
225.7,-25.48882,-23.19241,272.3832,6.732747,-10.09855,13.90266
225.8,-75.95007,8.685263,195.2778,1.469149,-31.17945,10.92256
225.9,-71.05281,15.28854,200.6514,1.673498,-28.61223,8.217162
226,-73.63401,10.2076,200.6167,2.16224,-29.85638,8.798803
226.1,-66.18789,13.92165,199.5418,1.882126,-27.7383,8.705376
226.2,-68.50085,10.92584,200.1339,2.362214,-28.57971,9.052268
226.3,-70.05138,10.87214,201.9709,2.350202,-28.78464,8.762038
226.4,-68.73091,11.54951,202.2748,2.010041,-28.21737,9.056236
226.5,-68.99213,10.80335,202.0715,2.205034,-28.3894,8.993087
226.6,-68.35495,11.21303,201.612,2.188974,-28.31348,8.880781
226.7,-67.92522,10.57859,201.6045,2.475981,-28.25282,8.995114
226.8,-67.69845,11.3866,202.1292,2.141433,-28.18358,9.057922
226.9,-67.94251,10.36224,203.1117,2.385681,-28.39174,8.855918
227,-41.07846,30.26996,159.6531,-0.136196,-28.24443,7.045559
227.1,-16.27813,36.31977,130.9506,-0.672941,-26.30775,8.277588
227.2,-52.46547,20.21656,154.8878,1.752947,-28.25904,9.642035
227.3,-87.70403,9.457625,239.4321,3.612083,-25.31,9.834845
227.4,-110.3796,1.524,267.5948,4.814274,-27.64038,8.275702
227.5,-85.60397,13.81079,254.3623,2.942546,-25.67318,8.327416
227.6,-60.01439,6.26845,212.2937,3.665989,-23.49064,9.094172
227.7,-53.5103,6.449412,202.3742,3.564291,-24.37334,9.879624
227.8,-62.2968,20.58153,202.5924,2.511198,-25.09978,8.523986
227.9,-60.98374,11.98503,196.4846,3.108511,-25.59981,10.22383
228,-66.46967,18.54636,203.8575,2.287084,-23.90302,9.916433
228.1,-62.13087,13.26663,198.4568,2.515768,-25.72926,9.896599
228.2,-65.07724,17.6956,203.2629,1.836286,-23.56095,9.884636
228.3,-64.47135,10.98111,199.9888,2.412806,-26.17588,10.80142
228.4,-65.00669,18.4732,203.9101,1.919943,-23.60432,10.67751
228.5,-65.84829,17.7676,205.2622,2.128632,-24.06687,9.863275
228.6,-64.34068,17.31085,202.3539,1.921163,-22.88038,10.29848
228.7,-63.81325,19.84097,202.9817,1.961226,-23.55214,11.3566
228.8,-67.86741,19.03278,203.853,1.78661,-24.19375,11.09952
228.9,-53.13208,13.35181,185.494,1.972249,-25.95785,11.18138
229,-82.1254,22.07756,192.5934,1.402409,-27.41121,11.25211
229.1,-62.9867,22.14288,193.6701,1.416203,-26.1441,11.20267
229.2,-46.69191,19.24495,203.2314,1.91051,-21.83666,12.56389
229.3,-130.3263,-16.122,235.0527,4.314931,-27.81695,24.11374
229.4,-53.26645,-210.1238,-3.355725,82.43044,-97.4761,49.28928
229.5,-460.6526,-121.1085,474.8629,128.4584,-36.59214,143.5484
229.6,-280.5069,-64.42068,129.3336,7.507596,-77.15092,46.59579
229.7,-26.7093,130.7432,174.1517,-9.759853,-35.00809,-30.38028
229.8,-70.77404,37.5718,200.8412,-0.780062,-34.63736,6.655308
229.9,-168.9708,-31.84299,192.8666,6.838251,-44.21777,23.65956
230,-171.807,-33.0284,173.0731,6.294949,-56.2052,19.52456
230.1,-160.7991,-8.6544,197.3709,3.66776,-45.01522,12.67708
230.2,-116.6663,-10.79005,176.8475,3.03464,-39.84667,14.98614
230.3,34.46843,-73.71339,152.3064,0.712774,-21.27626,11.62924
230.4,33.93092,2.176213,195.0756,1.926577,-18.69797,10.78034
230.5,18.00612,48.12744,216.7612,-1.618408,-11.92201,3.942766
230.6,-26.06878,56.19606,236.4856,-1.416254,-19.44984,4.505656
230.7,-78.86076,72.95373,225.3019,-3.268011,-25.04834,3.349704
230.8,-117.1061,26.49805,194.0836,1.023554,-31.45773,7.843966
230.9,-81.37655,15.80666,196.9604,1.533188,-27.07846,9.99123
231,-38.13391,13.54346,206.0698,1.609726,-22.51184,10.04471
231.1,-62.17069,18.19703,193.4746,2.270447,-26.25497,14.31758
231.2,-62.38655,18.90585,194.9229,2.906739,-25.75306,11.23687
231.3,-64.58465,15.57216,190.1256,3.03426,-25.97439,12.32678
231.4,-65.1767,13.73344,199.2742,2.97114,-23.2759,11.70385
231.5,-88.87595,18.68619,189.6222,2.119312,-28.36968,11.49995
231.6,-75.97488,29.26036,184.4614,0.936618,-26.88948,9.854282
231.7,-61.35944,25.20337,198.8992,1.449907,-23.05119,11.06003
231.8,-60.97354,22.32091,197.4892,1.575809,-24.35118,11.87136
231.9,-52.62672,71.29129,171.6582,-8.118446,-37.67332,-8.6741
232,-76.56375,-240.0159,133.2219,52.36081,-48.19963,70.30006
232.1,25.9524,-4.7132,200.1251,5.342705,-16.48936,24.07665
232.2,-57.04197,-75.90901,113.0676,9.334577,-56.72829,42.76274
232.3,-64.86543,24.17496,123.3084,-2.537774,-54.38014,10.75017
232.4,-95.5219,-20.45851,125.607,6.462644,-59.23764,26.04331
232.5,-115.5968,-27.2915,149.6698,6.653186,-51.25688,13.10309
232.6,-146.5466,-71.4773,141.8051,13.27925,-63.31443,25.22222
232.7,-134.0092,-43.1661,180.2266,12.5303,-50.58495,22.87876
232.8,395.9736,-175.3499,284.9908,-4.147387,-39.83641,-1.348395
232.9,-66.87539,-8.926488,274.0427,1.3404,-10.51049,10.73478
233,-32.90186,-31.22964,306.0502,7.324931,-13.62448,13.04583
233.1,-54.8244,-8.796425,284.5687,5.252883,-17.09531,10.03102
233.2,-110.3823,65.34569,187.6988,-2.616928,-35.09061,2.284831
233.3,-131.821,85.02066,183.2068,-4.467257,-37.01698,1.478824
233.4,35.27799,73.58069,255.4791,-2.521768,-14.19614,4.829395
233.5,78.9205,17.28239,321.0479,6.984083,-3.28532,8.865837
233.6,-219.4024,38.81041,230.0051,4.125627,-37.16347,9.767777
233.7,-287.9078,31.54613,203.747,5.227499,-48.80956,5.332391
233.8,-67.00053,25.22761,291.5094,7.441298,-15.42505,8.48813
233.9,-345.3774,15.59266,195.8431,6.444283,-49.31031,12.2332
234,-161.6149,21.71274,271.0592,1.08833,-33.39203,9.101232
234.1,28.39869,9.903462,293.1772,3.741019,-23.28961,1.855812
234.2,-87.33841,35.29621,257.1609,1.615087,-30.61509,1.974906
234.3,-97.39176,23.19475,268.0786,-0.409956,-24.57749,5.596907
234.4,-36.39518,-2.0512,308.1532,4.182,-6.011296,10.9292
234.5,-44.74788,-0.3747625,241.3535,3.937585,-17.23916,10.61431
234.6,-59.56797,12.69438,208.7596,1.736122,-25.82578,7.356524
234.7,-68.86402,8.39795,204.1006,2.861118,-28.14202,9.443608
234.8,-68.12647,12.50536,206.6077,2.096951,-28.24935,8.809442
234.9,-66.51991,10.98344,202.6251,2.450632,-27.7858,9.484907
235,-65.42767,12.79253,202.62,2.369954,-28.15435,8.728147
235.1,-66.66528,11.86277,202.3323,2.431142,-28.43425,8.831631
235.2,-65.67675,12.06752,202.7932,2.27279,-27.86706,9.137972
235.3,-67.05845,11.91562,203.1009,2.301217,-28.23758,8.91694
235.4,-66.28705,11.38766,202.8969,2.454535,-27.99704,9.05659
235.5,-66.90516,11.475,203.4042,2.549348,-28.18216,9.048194
235.6,-65.78741,12.01699,202.3445,2.396766,-27.8145,9.107662
235.7,-66.54715,11.3668,202.8232,2.481543,-28.21458,8.877642
235.8,-65.60469,12.20247,202.7845,2.29862,-27.81661,9.137544
235.9,-66.11607,11.92724,202.8249,2.503035,-28.04456,8.991648
236,-66.3693,12.0243,202.3968,2.460356,-28.12716,9.083207
236.1,-66.30688,14.04411,199.4996,2.345456,-28.09188,9.169582
236.2,-50.6505,31.58144,147.6745,0.188066,-29.38321,8.099688
236.3,-43.93081,27.45296,121.5222,0.429986,-29.07056,8.545151
236.4,-50.63855,15.13393,158.3237,3.032869,-27.67379,9.351993
236.5,-73.41444,12.30696,241.5923,3.830263,-24.84335,9.145476
236.6,-95.47832,7.494963,278.4721,4.410923,-22.14065,6.624372
236.7,-82.37328,9.537038,253.1315,4.01489,-24.10005,9.496666
236.8,-55.44364,7.152425,218.0295,3.911774,-22.61335,9.919636
236.9,-51.46041,7.701188,201.4175,3.673092,-24.46705,9.82263
237,-58.52426,21.49083,198.1117,2.578886,-26.59171,8.401253
237.1,-66.68717,12.16434,203.4625,3.436434,-24.87767,9.318908
237.2,-64.84209,7.936088,197.3113,3.692802,-25.74195,9.887547
237.3,-64.3294,12.51076,196.3763,2.976289,-25.38143,9.205206
237.4,-65.06691,14.81882,203.3327,2.392942,-24.87263,9.956422
237.5,-63.28349,17.7262,204.5168,1.911287,-25.38298,9.961961
237.6,-59.22539,2.536788,201.7993,3.623582,-24.54613,14.40428
237.7,-62.00189,16.54461,198.3385,2.193208,-24.89342,10.5039
237.8,-66.3932,17.87664,200.3782,2.229142,-25.09897,10.56005
237.9,-66.47791,22.63971,200.4632,1.607278,-24.95021,11.40635
238,-65.82764,22.3467,199.2525,1.422823,-25.5722,10.68971
238.1,-72.39037,15.07557,195.2019,1.968132,-27.24753,12.45384
238.2,-69.67089,18.87514,193.2506,1.585274,-26.76862,12.72374
238.3,-70.58578,19.41618,190.3855,1.326934,-26.95079,9.887711
238.4,-53.89676,22.16194,199.7737,1.061069,-23.72546,9.884832
238.5,-100.6051,87.20422,310.243,-13.51818,-16.65613,-22.81831
238.6,-122.2533,-46.66221,202.1079,74.40294,-61.19149,31.23819
238.7,136.492,-2.508462,195.8126,11.27556,-3.316757,-9.478172
238.8,-71.51927,-112.6992,119.0927,13.93948,-40.68527,12.18186
238.9,-68.05886,10.3822,202.8891,3.481828,-32.34324,14.02941
239,-64.89354,39.3989,160.6981,-0.305657,-41.90334,5.407761
239.1,-96.45265,1.52,182.0635,3.374152,-39.89559,12.29579
239.2,-155.2388,-39.41004,179.2152,8.1428,-46.0498,15.92564
239.3,-154.4211,-23.27323,190.6536,6.317578,-45.38662,11.34727
239.4,-107.0995,15.17636,212.1287,2.022774,-30.93855,6.643931
