Time,Fx,Fy,Fz,Tx,Ty,Tz
742.6,-69.13583,7.73255,214.1457,2.469908,-28.40585,8.99287
742.7,-67.157,9.547512,213.695,2.118838,-28.1347,8.84363
742.8,-66.73212,9.423562,213.0905,2.218929,-27.95439,8.940602
742.9,-68.27099,19.73763,186.5094,1.16759,-30.82564,7.760408
743,-63.11179,33.77575,144.122,-0.369108,-31.53959,8.912982
743.1,-61.60565,17.95173,128.0913,1.301382,-31.88051,10.1706
743.2,-59.66474,13.0834,159.7574,3.198919,-28.53475,10.90855
743.3,-69.35975,4.301662,253.9815,4.219543,-22.068,9.338779
743.4,-75.36214,4.236463,287.7604,4.697736,-22.43443,7.55123
743.5,-66.5018,10.60658,284.1438,3.667645,-19.92706,6.956214
743.6,-50.64055,6.19215,240.5764,3.927673,-21.61586,8.927246
743.7,-51.40235,14.39382,200.7717,2.78057,-25.55939,8.71889
743.8,-54.45746,13.95186,211.9779,3.378964,-23.63319,7.857404
743.9,-67.33607,11.2751,209.4042,3.458673,-26.939,8.786624
744,-68.89016,11.12264,211.3089,3.108973,-26.10649,9.539546
744.1,-63.57776,15.56356,211.8329,2.56201,-24.47936,9.435857
744.2,-67.68784,10.42383,207.5144,2.469447,-26.98965,9.540646
744.3,-68.46325,13.18414,206.1373,2.125726,-25.67437,9.967373
744.4,-65.99144,15.40066,217.1652,1.903278,-23.65418,9.889493
744.5,-68.83356,15.20005,210.8758,1.903049,-25.75038,9.915848
744.6,-65.34864,11.95677,212.9193,2.606149,-24.28758,9.931302
744.7,-65.65343,15.78565,212.9288,1.814601,-23.78393,9.934817
744.8,-68.12015,16.86126,215.0988,1.729492,-24.23433,10.4387
744.9,-75.92525,9.151387,207.6043,2.370723,-25.70359,10.40403
745,-76.35262,12.881,208.3588,1.776288,-26.09114,9.913778
745.1,-71.17959,20.99416,202.9576,1.153471,-27.27296,8.94825
745.2,-60.428,14.39878,216.3522,1.580282,-23.51626,11.60077
745.3,23.21559,31.20908,275.9196,0.458304,-2.975138,18.30407
745.4,-117.6913,61.29169,235.1384,34.76127,-28.63938,24.27021
745.5,-35.53871,-578.0601,280.4171,243.9312,-106.2368,202.1928
745.6,-126.1939,350.6648,69.9972,-26.90995,-54.45167,-41.25616
745.7,1.852988,110.6849,202.0399,-4.628936,-13.65884,7.013656
745.8,-71.83056,-135.2644,159.8293,15.58543,-40.00195,48.24458
745.9,-96.70275,0.8728875,153.6694,2.649786,-48.06687,21.88748
746,-154.9462,30.61588,180.7164,-2.999113,-51.71991,0.921082
746.1,-155.2126,-10.78334,189.6922,2.944303,-48.26257,11.55286
746.2,-114.8708,-37.11449,189.0475,7.917315,-49.79421,17.92636
746.3,319.0032,-16.596,-263.8076,44.76227,-20.68385,3.844717
746.4,4.206213,-19.55544,169.9115,6.187246,-18.36452,11.5758
746.5,5.36065,-2.3578,198.698,5.420679,-17.59903,11.54985
746.6,4.704125,56.62432,244.785,-0.913642,-13.01604,5.049105
746.7,-70.92419,80.91103,226.6103,-3.567063,-24.25536,4.288724
746.8,-113.1382,30.60369,217.5415,1.204584,-29.35544,7.848218
746.9,-108.7993,4.237225,196.7241,3.348091,-31.99488,12.12936
747,-47.70114,10.43555,212.5202,2.255285,-22.39605,9.827379
747.1,-57.73922,7.470838,216.0982,2.657086,-22.99889,10.48381
747.2,-68.5774,6.020463,211.2494,3.444698,-25.53441,11.02035
747.3,-68.80496,9.603288,211.0607,2.821584,-23.0108,12.75327
747.4,-63.87294,18.71894,206.3403,1.773253,-25.03056,10.53296
747.5,-76.99876,5.8728,204.3174,3.109738,-26.81075,11.64793
747.6,-82.28938,12.71176,203.9361,2.280933,-25.07992,10.50782
747.7,-77.45808,13.28813,198.2608,2.555876,-28.11783,11.23956
747.8,-67.42889,15.177,207.9019,1.964582,-24.77865,9.713054
747.9,-126.6298,59.76931,181.7841,1.106094,-46.786,1.16291
748,-125.3674,-98.88515,150.1121,100.381,-112.5313,118.0766
748.1,-70.85908,267.5992,150.6922,-13.06163,-90.60098,27.95173
748.2,-27.02127,-123.2714,179.4587,20.08114,-19.17972,33.02045
748.3,-73.61256,-6.9646,181.8535,0.904677,-35.45482,11.34866
748.4,-42.23755,31.54946,166.5894,1.102119,-46.15105,10.75439
748.5,-79.81825,-57.4643,176.4088,10.73532,-40.11334,29.55686
748.6,-142.8258,-81.5189,166.5473,14.16116,-49.27322,33.18205
748.7,-128.8059,-88.59412,204.6432,14.4388,-39.3931,29.44741
748.8,339.5148,-171.3353,244.5434,1.911215,-39.33999,1.130766
748.9,-41.99833,-1.799175,285.8318,1.201708,-7.798704,11.85387
749,-8.92225,-37.41798,313.0626,7.776131,-12.14093,11.29016
749.1,-16.95909,-19.63136,301.0347,6.295956,-13.71833,2.913677
749.2,-72.25488,-3.122825,263.9,4.502415,-21.76398,11.99678
749.3,-128.8513,45.72987,206.1629,0.031349,-35.02663,5.401217
749.4,-158.4031,66.18664,195.1492,-2.376065,-39.48173,4.972307
749.5,24.674,62.52844,278.7098,-1.821523,-12.61774,4.712371
749.6,-39.44394,19.0378,314.8502,4.388765,-15.91073,7.023237
749.7,-138.4646,-3.091837,283.1599,8.468842,-24.97761,9.767011
749.8,-319.8003,10.21346,220.9739,7.471862,-51.38794,11.55209
749.9,-94.27341,12.44799,294.9115,8.517652,-18.66603,8.232242
750,-270.4094,-0.0841,236.9938,8.776924,-39.02496,10.69504
750.1,-179.4839,8.220437,280.6846,3.227468,-30.88551,11.20833
750.2,-83.13125,1.504462,295.2505,3.705685,-30.47021,7.65403
750.3,35.40144,9.443063,271.0739,3.432447,-23.27302,6.025993
750.4,-104.908,12.52741,259.3072,1.445106,-31.18772,8.671985
750.5,-65.78816,9.28655,292.4228,1.774532,-16.03314,8.415065
750.6,-17.84331,-19.54321,327.0847,5.465098,-1.980928,11.78695
750.7,-64.18877,6.7043,218.5518,1.492362,-26.41416,10.00466
750.8,-71.27224,5.497238,213.2511,2.182393,-29.70426,9.01259
750.9,-64.0445,7.87955,213.1327,2.124066,-28.86444,8.547637
751,-62.86353,8.21595,212.7117,2.067771,-27.91152,9.108843
751.1,-65.16522,6.917675,214.0688,2.386806,-28.15456,9.437186
751.2,-67.28707,6.730787,214.6788,2.43093,-28.56768,8.979768
751.3,-65.92139,7.314387,214.0813,2.129705,-28.36025,9.27793
751.4,-64.53027,7.75275,213.5683,2.099029,-28.16703,9.063156
751.5,-64.82214,8.360662,213.4418,2.011759,-28.31952,8.89602
751.6,-64.502,7.1448,213.2977,2.433129,-28.21659,9.017251
751.7,-64.80449,7.779462,213.6021,2.153028,-28.02299,9.221716
751.8,-52.9709,21.03868,177.572,0.828791,-29.68637,8.051327
751.9,-35.36339,35.77626,136.8428,-0.919041,-30.45948,8.636666
752,-36.19949,22.37599,129.9955,0.91347,-28.48093,10.03277
752.1,-44.56477,12.13549,178.742,3.037615,-25.07983,8.620016
752.2,-82.63223,8.241737,263.2573,3.911959,-22.58808,7.814546
752.3,-93.1485,11.07827,282.8759,3.913902,-24.5324,5.806951
752.4,-94.225,8.214963,274.4696,3.577917,-22.70864,7.655448
752.5,-46.67245,6.23065,234.2724,3.959678,-20.26829,9.982702
752.6,-46.04873,13.40345,211.3101,3.011805,-22.77772,8.843907
752.7,-58.78822,9.668262,216.8373,3.590618,-23.11088,6.909694
752.8,-68.37989,6.299987,205.2847,4.080669,-26.02233,9.985326
752.9,-65.35145,6.939075,211.8932,3.985708,-24.45731,9.971866
753,-63.87826,17.57774,208.2741,2.353531,-26.23873,9.998021
753.1,-62.2147,11.97523,213.1243,2.393846,-23.93604,8.834213
753.2,-64.16255,9.590962,210.2874,2.797754,-25.059,10.19083
753.3,-59.74761,9.465275,205.0638,2.710712,-24.34338,10.00037
753.4,-54.6366,-9.076013,209.7417,4.912593,-23.22443,18.32925
753.5,-57.50254,10.59101,200.5567,3.038995,-25.53035,9.982612
753.6,-62.21561,13.14913,214.9155,2.394324,-22.56098,11.51428
753.7,-58.48216,1.983037,214.646,3.280338,-22.72717,16.95221
753.8,-69.16882,12.2318,207.0835,2.076247,-25.13283,12.5423
753.9,-70.3642,11.80541,207.9501,2.000097,-24.76291,12.79334
754,-66.96893,14.18806,211.0588,1.296102,-24.41669,12.10266
754.1,-53.87025,11.40267,210.4462,2.343754,-23.77843,11.46665
754.2,22.66371,33.74932,265.147,2.882837,-5.828798,20.05477
754.3,-54.58195,-7.959113,201.2861,23.1049,-30.6597,6.361814
754.4,-89.42168,-199.0067,328.7348,52.80992,37.65953,11.23755
754.5,-311.8649,-92.39389,178.0567,8.221014,-66.38436,65.39382
754.6,-59.13477,94.05316,201.9778,-6.585265,-32.7888,-14.76703
754.7,-63.09556,20.98066,185.69,0.903212,-40.09872,4.966087
754.8,-92.59614,-36.75759,194.4706,7.665832,-37.34164,24.15872
754.9,-192.3878,-9.55725,186.5027,4.562726,-53.41401,17.15715
755,-162.4022,-40.66404,172.7501,7.696107,-58.82975,23.57686
755.1,-95.63052,-5.86195,213.3747,5.155009,-43.19793,9.811222
755.2,-194.988,9.340725,309.5068,3.986925,35.44255,20.43496
755.3,-0.7629625,-19.88214,170.7496,1.140372,-26.89834,11.23724
755.4,27.284,-6.0562,220.3914,4.877433,-16.50298,15.80686
755.5,-7.253462,38.15453,228.522,0.975875,-15.64124,9.09673
755.6,-82.24514,86.23696,216.8739,-4.341764,-29.10515,2.953568
755.7,-120.4055,28.78775,196.6609,1.044311,-31.70154,6.569375
755.8,-81.56125,6.687125,207.018,2.533653,-26.56012,11.32025
755.9,-41.57909,14.67496,216.4654,1.480699,-22.27289,9.972676
756,-65.76974,15.94775,211.0594,1.875003,-24.36747,8.794964
756.1,-62.27194,14.73314,214.7951,3.012306,-24.4861,11.72701
756.2,-64.90619,14.05567,209.5444,2.937119,-23.41703,11.01157
756.3,-69.01547,13.52745,211.0267,2.500117,-24.88585,10.85692
756.4,-83.11816,15.85217,205.5275,1.891796,-26.28321,11.82697
756.5,-79.24287,31.31624,214.1548,0.67646,-24.20874,6.317049
756.6,-67.4776,8.046025,208.8393,2.644167,-25.70667,11.96699
756.7,-5.32565,24.16596,258.4676,-3.391101,1.390728,17.88177
756.8,-102.5203,80.99241,181.0804,1.961336,-52.92246,36.44537
756.9,-144.4751,-167.0053,221.0979,46.51238,-67.91171,73.10999
757,-301.0623,65.3157,284.5905,-6.965775,-39.11208,9.217509
757.1,-66.41226,5.867075,160.1948,3.619897,-43.986,12.62951
757.2,-70.5439,-2.42085,159.9229,3.946106,-51.85344,20.52931
757.3,-75.68064,-27.51386,177.4309,6.891142,-40.17512,25.39668
757.4,-134.8733,-46.2663,167.5453,8.974255,-50.59627,23.44525
757.5,-148.7276,-70.90492,171.4841,12.42906,-53.6768,26.73347
757.6,-147.8333,-83.85406,172.51,15.11954,-58.16365,30.50796
757.7,-87.63644,31.76368,258.4266,0.305281,-25.93835,1.514962
757.8,-106.1452,-38.68766,330.5933,1.945312,-24.99597,11.53354
757.9,-38.82708,-39.67471,346.4727,7.976012,-6.755409,10.88469
758,-56.01369,11.43429,290.1144,2.046894,-18.20724,6.204386
758.1,-95.03233,33.80649,230.2155,0.552775,-27.89022,6.911411
758.2,-129.4449,73.20979,190.9807,-3.23291,-35.32564,2.153347
758.3,-68.94533,89.47916,223.048,-5.304614,-25.09494,1.263759
758.4,100.7932,45.10263,332.3118,0.663191,1.047579,4.999249
758.5,-99.89729,-1.157525,307.1504,8.284806,-19.13952,9.859066
758.6,-250.2354,7.340475,257.3148,7.486625,-42.4324,7.955116
758.7,-186.0659,1.410462,276.6685,9.681329,-28.45237,8.519122
758.8,-131.7629,5.5581,287.2494,9.484198,-20.9793,9.910162
758.9,-334.449,11.83751,215.0121,5.201021,-51.12619,12.05889
759,-116.1184,13.5778,307.6493,2.30429,-28.39146,4.591593
759.1,-13.5641,3.636087,276.6941,4.278888,-25.02578,5.620128
759.2,-55.01342,25.32859,261.4207,1.346712,-32.3184,6.579523
759.3,-100.2931,28.99396,272.5531,-0.343215,-26.55527,5.829478
759.4,-41.52687,-1.03175,317.2924,3.549239,-9.575674,9.891725
759.5,-39.76449,-4.576775,260.3418,3.501834,-14.76276,11.36194
759.6,-59.02118,10.04694,211.3939,1.593336,-27.06028,9.702882
759.7,-72.43035,8.801613,215.0281,2.263314,-29.4109,8.598032
759.8,-69.55682,10.32264,214.4772,1.992604,-28.67749,8.966286
759.9,-66.64035,10.03305,211.9746,2.062176,-28.04214,9.336977
760,-65.26809,10.71507,211.5533,2.288313,-28.28532,8.525414
760.1,-66.93544,10.22636,212.1999,2.11786,-28.59368,8.816129
760.2,-66.56512,9.804487,213.6011,2.18546,-28.10056,9.013689
760.3,-67.31586,10.49687,213.6285,1.922489,-28.21228,8.985752
760.4,-66.88728,9.429125,213.3304,2.399331,-28.25427,9.00486
760.5,-66.4304,9.79715,213.6924,2.229715,-28.23228,8.997162
760.6,-65.55354,10.08936,212.7565,2.271829,-27.85679,9.043603
760.7,-66.60281,9.74625,213.234,2.222616,-28.40059,8.822668
760.8,-65.49701,10.16381,212.6962,2.145553,-27.87178,9.0175
760.9,-66.08682,9.666475,213.591,2.26501,-28.19068,8.93628
761,-66.30698,10.05322,213.1943,2.282729,-28.01245,9.05913
761.1,-66.43964,9.3203,213.2522,2.348583,-28.21449,9.067275
761.2,-66.25459,10.14414,212.9823,2.147624,-27.99475,9.049073
761.3,-66.46613,9.498475,213.2815,2.289273,-28.19662,8.978343
761.4,-66.28901,10.15345,213.0378,2.176443,-27.98785,9.062744
761.5,-66.39075,10.02404,213.0905,2.335507,-28.06353,8.964321
761.6,-66.49904,10.27321,212.9014,2.20818,-28.11322,9.019612
761.7,-65.98846,9.960487,212.5162,2.263758,-27.91351,9.028909
761.8,-66.19155,10.28094,212.9952,2.190927,-28.01199,8.975249
761.9,-66.26751,9.962125,213.0711,2.309373,-28.0048,9.02451
762,-66.50686,10.0128,213.0882,2.316977,-28.12006,9.055955
762.1,-65.92434,10.17985,212.8584,2.263593,-27.96437,9.045399
762.2,-66.94855,10.03563,213.0076,2.273251,-28.1218,8.95725
762.3,-65.92812,10.13745,212.7681,2.22312,-27.93303,9.039504
762.4,-66.0243,9.775738,213.1085,2.330425,-28.10019,8.994784
762.5,-66.06331,10.1657,213.0149,2.255106,-27.89467,8.997593
762.6,-66.19447,9.952275,213.3728,2.320211,-28.095,8.98421
762.7,-65.87349,10.15127,213.1833,2.230836,-27.95917,9.055668
762.8,-66.45575,9.6217,213.3197,2.282152,-28.06994,8.999035
762.9,-65.99096,9.912963,213.1047,2.27365,-27.90754,9.112606
763,-65.96435,9.83055,213.323,2.341988,-27.99388,9.011262
763.1,-65.95919,9.72225,213.1983,2.275346,-27.97521,9.122367
763.2,-65.86668,9.560838,213.2379,2.322583,-27.95826,8.995012
763.3,-65.87099,9.905413,213.1848,2.308033,-28.04577,9.103208
763.4,-66.08194,9.909725,212.7302,2.328756,-27.89131,9.036501
763.5,-66.08737,10.01093,212.7708,2.324908,-28.03102,9.048454
763.6,-66.18055,10.22964,212.6483,2.272507,-27.84394,9.001839
763.7,-54.29477,25.39916,177.0484,0.622711,-29.89523,7.857342
763.8,-39.09086,38.02654,134.9904,-1.007826,-28.46169,7.794906
763.9,-42.685,24.90075,131.4001,0.936744,-29.49149,10.86503
764,-48.80674,11.03381,189.1587,3.465417,-24.33696,9.169086
764.1,-89.82554,-6.815938,274.9165,5.781967,-21.61376,9.809673
764.2,-88.30516,13.38206,270.4969,3.955649,-23.83566,7.270054
764.3,-75.06715,15.95117,266.6071,3.22377,-22.51918,7.633261
764.4,-51.41388,10.68579,231.0931,3.516265,-22.36531,9.844246
764.5,-52.86018,9.486213,211.8159,4.042269,-23.97397,9.751486
764.6,-62.25001,14.99438,208.3421,3.287457,-25.63792,7.670273
764.7,-64.06464,12.35841,214.7808,3.897946,-23.95779,10.6222
764.8,-65.02557,11.00534,209.9365,3.814565,-25.6798,9.786753
764.9,-63.52986,7.7981,211.4086,3.709024,-24.69648,9.024042
765,-70.3573,17.04775,210.194,2.287022,-25.33859,9.895796
765.1,-64.52814,14.83275,209.1046,2.362035,-24.98655,10.79081
765.2,-67.0869,19.58889,214.0502,1.867879,-25.31103,10.08576
765.3,-66.79405,12.38552,210.4048,2.680936,-24.56299,9.863534
765.4,-63.94302,16.20651,212.1109,2.352044,-23.36208,9.951815
765.5,-63.04866,18.11471,206.9739,2.010884,-25.76781,10.77242
765.6,-44.67991,18.46365,217.5654,2.331537,-18.64711,9.776857
765.7,-68.29219,13.34139,202.9546,3.381149,-25.1169,12.21162
765.8,-56.12197,17.80229,210.8365,3.135022,-21.16383,11.22521
765.9,-62.719,15.59116,205.1335,3.396708,-24.26073,10.4665
766,-47.20576,15.92634,208.0109,2.8759,-22.68651,9.748632
766.1,-57.80946,-36.19466,238.3468,9.665426,-18.85421,30.24424
766.2,-225.666,21.67492,236.7453,38.98627,-54.54458,37.3719
766.3,-86.26665,-111.1881,283.8574,68.08247,-2.067528,68.21609
766.4,-200.3335,-19.04793,90.02892,13.74917,-65.50699,33.61976
766.5,-61.7863,94.62625,145.0048,-7.887633,-37.27701,-13.23377
766.6,-71.72171,3.851887,211.1008,3.411559,-31.03923,13.90296
766.7,-119.501,-49.25174,198.7041,9.580869,-38.03895,24.00727
766.8,-155.0612,-16.304,195.1026,6.967809,-42.22127,13.3698
766.9,-162.283,-23.38498,186.3957,6.9773,-47.63422,13.34957
767,-119.4433,3.119188,185.9067,4.982752,-44.5694,12.3723
767.1,99.4064,-34.54976,262.1836,-3.51471,-15.80796,22.26771
767.2,35.82235,-17.84026,295.2783,4.143216,-7.375233,10.89622
767.3,-4.689163,-49.06719,290.1787,8.900349,-9.003386,19.24068
767.4,-78.0801,10.08605,248.952,2.762232,-21.8705,10.05678
767.5,-117.326,67.81967,204.1671,-2.395668,-35.04518,1.271957
767.6,-147.0935,85.39072,193.3247,-4.506974,-35.17662,1.862246
767.7,25.03555,72.85175,280.6584,-3.171303,-11.98478,3.633461
767.8,-22.44551,29.10139,308.1808,3.788715,-12.87335,5.814818
767.9,-134.1137,0.0050375,284.9062,7.765113,-24.32586,9.803836
768,-324.7835,13.72009,220.7399,7.679422,-50.0201,12.28026
768.1,-105.7403,9.305725,290.7611,9.039374,-20.00729,7.864361
768.2,-264.6057,4.329362,238.2609,8.716678,-37.75315,9.560326
768.3,-185.2544,10.83151,276.4641,3.243824,-31.06584,11.2127
768.4,-81.18098,2.90845,302.1066,3.820536,-28.48201,7.923692
768.5,36.7812,20.35928,273.0138,2.455208,-23.18949,4.347596
768.6,-102.3795,16.1267,262.0077,1.36883,-30.94685,8.64349
768.7,-73.73056,13.15141,277.575,1.525644,-19.26725,9.402966
768.8,-17.15937,-14.32837,330.0748,5.105011,-2.37388,10.88786
768.9,-63.33864,18.95905,226.0773,0.653544,-24.53654,8.723798
769,-64.57785,9.494537,212.6675,1.940863,-27.79784,9.664038
769.1,-66.01784,12.19903,213.9856,1.960997,-28.64877,7.460295
769.2,-65.49195,8.882125,212.4118,2.170937,-27.89364,9.396931
769.3,-66.64969,9.844137,215.1583,2.313094,-27.77124,9.107321
769.4,-68.21971,8.970238,214.1497,2.482478,-28.51633,8.978108
769.5,-66.52461,10.36136,212.6743,2.170185,-28.17063,8.966027
769.6,-65.3014,10.70809,213.0384,2.052506,-27.96563,8.878616
769.7,-66.50994,10.69085,212.8342,2.035367,-28.24745,8.937698
769.8,-66.98964,9.743975,212.6359,2.430757,-28.35554,8.873426
769.9,-66.59692,10.52704,212.5921,2.190722,-28.08861,9.140565
770,-67.2529,9.95425,212.6711,2.341261,-28.33955,8.930846
770.1,-67.11707,10.81388,212.762,2.087784,-28.31904,8.925014
770.2,-66.59294,10.53862,212.7156,2.190434,-28.03323,9.008044
770.3,-67.21394,10.45002,212.6084,2.234276,-28.2816,8.950561
770.4,-66.46957,10.82964,212.9327,2.309881,-28.07662,8.999341
770.5,-66.5325,10.43681,212.5203,2.22021,-28.06597,9.022312
770.6,-66.30299,10.54036,212.9613,2.198973,-28.03869,9.015045
770.7,-66.81535,10.38947,212.9794,2.224455,-28.17106,8.971406
770.8,-65.867,10.7393,212.9465,2.236249,-27.94559,9.057374
770.9,-66.41821,10.22401,212.7409,2.348063,-28.20264,9.01764
771,-65.45843,17.16237,186.85,1.773031,-30.41584,7.783537
771.1,-55.62216,32.75056,140.4115,-0.327006,-30.91674,8.90224
771.2,-49.55491,26.41036,133.5996,0.980096,-29.69133,10.02911
771.3,-53.93009,12.10724,141.4418,3.392003,-31.08463,10.45365
771.4,-66.85581,13.38994,240.1889,3.676161,-22.64089,8.466013
771.5,-79.4428,-2.222125,291.2732,5.998875,-21.65947,9.126694
771.6,-71.68112,-0.6153125,287.4289,5.49224,-20.12819,9.341024
771.7,-62.37571,16.38047,254.2955,3.444004,-21.34798,7.351028
771.8,-51.11409,20.6031,204.8199,2.848595,-24.95455,7.205045
771.9,-50.12891,11.87082,214.9677,4.12715,-22.76977,10.09208
772,-66.24352,14.97246,205.5799,3.833309,-25.99806,9.680738
772.1,-64.33231,12.07057,208.3089,4.088229,-25.3451,9.358131
772.2,-62.67031,15.21548,211.1527,3.503845,-24.51475,10.63869
772.3,-65.90429,8.576138,212.3184,3.700987,-24.86677,9.692325
772.4,-64.98376,14.5584,210.7729,2.869031,-24.35005,9.127104
772.5,-65.28411,11.08561,206.3769,3.131848,-25.17432,9.89911
772.6,-65.67145,18.90338,210.3493,2.141462,-25.1032,9.887384
772.7,-68.84514,22.75636,209.7299,1.530439,-26.15206,9.884757
772.8,-61.40185,21.68264,205.9326,1.89925,-25.51333,10.86239
772.9,-64.85316,14.30325,206.125,2.514221,-24.95825,9.863505
773,-73.19885,20.80575,213.3771,1.674885,-25.27273,10.16536
773.1,-67.55191,12.9977,206.5419,2.238582,-25.75711,9.86389
773.2,-70.11298,9.808988,210.868,2.37323,-23.37379,10.67267
773.3,-63.58371,11.93469,210.8799,2.421952,-25.74062,10.7341
773.4,-56.26223,7.881875,208.0959,2.921231,-24.3226,10.41868
773.5,-75.99029,12.99218,165.1904,3.449942,-34.79525,9.880596
773.6,-51.05463,-120.5727,153.1519,83.6777,-36.06341,49.11247
773.7,-10.93869,116.6579,292.8637,-20.23277,-16.1633,-47.4346
773.8,-85.22719,-192.9826,221.4403,28.98742,-32.05795,52.53898
773.9,-85.51177,-2.008112,197.3111,4.075132,-33.53724,10.97524
774,-41.97271,71.37649,176.7835,-4.731772,-37.96018,-5.338264
774.1,-109.2704,-22.04787,188.5753,5.056604,-41.21064,18.76982
774.2,-144.3328,-39.37703,199.0573,7.29072,-43.61448,21.73485
774.3,-143.541,8.150662,203.4193,5.516008,-46.59401,13.7042
774.4,-93.9801,32.19347,199.1809,0.437915,-36.0862,6.614571
774.5,-11.58998,-29.2504,183.3045,4.520394,-13.92562,11.4638
774.6,12.17284,-1.6522,186.3508,4.356034,-20.33159,11.8373
774.7,15.4324,42.93855,226.2659,0.206478,-14.36874,8.133178
774.8,-47.74214,69.29102,242.1582,-1.884979,-20.66672,4.159777
774.9,-102.2737,49.2997,224.0503,-0.236367,-27.52287,7.215303
775,-125.049,15.94359,189.4848,2.296127,-34.05086,9.55138
775.1,-57.73857,14.34714,211.1062,2.166389,-23.97905,9.358952
775.2,-47.8972,20.95391,213.6973,1.076782,-22.51165,10.79598
775.3,-65.71119,17.09777,209.6212,2.619874,-26.62739,9.311079
775.4,-61.73048,13.71389,209.9035,3.509471,-24.38847,11.34896
775.5,-64.80119,10.88186,209.7071,3.682588,-24.34307,10.28606
775.6,-72.25386,23.98149,209.8802,1.58682,-24.97567,9.842911
775.7,-81.19185,26.13168,200.087,1.054197,-27.46848,9.835612
775.8,-85.09563,13.50789,207.231,2.365744,-26.64137,9.697371
775.9,-61.25851,18.88796,212.899,1.694877,-23.31811,8.896916
776,-33.12485,61.86909,298.4525,-3.654901,-1.444453,-7.012968
776.1,-181.4649,-139.4765,110.0197,26.16929,-73.01141,38.83158
776.2,-129.7973,-47.84056,148.0023,28.76072,-128.2214,61.58893
776.3,-84.76019,-11.6852,210.2737,0.02563,-14.01535,4.154558
776.4,-95.45361,41.8622,175.3082,0.25253,-40.6808,-0.664992
776.5,-68.14648,-9.129663,187.2546,5.184664,-38.37256,15.85588
776.6,-91.71742,-29.79646,188.3727,7.535419,-37.77145,20.56258
776.7,-130.83,-46.46568,198.7708,9.436179,-42.33727,17.62022
776.8,-132.0829,-61.94346,198.1294,12.13825,-43.83521,23.43399
776.9,-127.6814,-18.65629,203.3161,7.960389,-40.02716,14.92405
777,-27.61832,-38.92216,212.1694,3.471117,-25.7961,4.895265
777.1,5.6973,-8.061037,346.9156,4.196825,-1.350819,9.186048
777.2,-8.76485,-19.5744,300.1863,5.738975,-10.92185,12.74741
777.3,-52.90688,6.144437,259.6751,3.136602,-19.03333,10.80622
777.4,-93.04758,15.40858,238.9794,3.164638,-28.24315,8.698
777.5,-140.34,64.8289,191.4727,-2.127761,-37.50084,5.441209
777.6,-109.2587,86.23598,202.1018,-4.636981,-33.7923,4.371188
777.7,100.396,51.28217,324.9636,0.36355,1.087006,5.591018
777.8,-92.11797,9.204738,304.6626,6.761066,-18.12951,9.852285
777.9,-240.2984,17.19126,244.8114,6.355551,-41.33871,8.569401
778,-202.508,8.106088,266.8361,8.678113,-32.11046,9.514356
778.1,-110.536,16.41421,300.8856,8.293882,-17.27591,10.41934
778.2,-329.5738,11.24369,214.0099,5.896098,-49.61866,11.40818
778.3,-123.6702,16.92917,304.6979,1.589306,-29.89485,4.201849
778.4,-20.35336,0.3753625,287.1156,4.894879,-25.1834,5.732538
778.5,-43.79514,18.80008,267.6568,2.321674,-32.27884,7.868909
778.6,-98.28865,28.50766,266.9112,-0.263309,-29.07169,6.929178
778.7,-43.50816,2.913388,310.882,3.581574,-10.28034,9.661661
778.8,-36.27882,-5.40415,269.4967,3.937355,-14.29327,12.52214
778.9,-61.28554,13.0889,212.1082,1.447654,-27.99835,10.65854
779,-71.98989,12.15773,215.8737,1.978981,-29.59518,7.993768
779.1,-69.94892,10.92665,213.0883,2.13548,-29.34866,9.064452
779.2,-64.74702,13.19536,211.9819,1.826775,-28.21764,9.191668
779.3,-64.81081,12.7948,212.7166,2.193844,-28.37855,8.800999
779.4,-66.48905,11.62739,213.5103,2.076823,-28.76706,8.921002
779.5,-65.52657,11.79317,214.2769,2.063026,-28.08164,9.142746
779.6,-66.36877,11.55534,214.8988,1.945542,-28.40273,9.112856
779.7,-65.73547,11.09902,213.6269,2.262381,-28.23613,9.093317
779.8,-65.1637,11.15855,214.5303,2.27337,-28.29793,9.079679
779.9,-64.31881,12.12691,213.7538,2.125043,-27.8279,9.162204
780,-65.37609,11.21609,214.9416,2.208689,-28.33416,8.908032
780.1,-64.35503,11.89577,214.1624,2.037085,-27.84165,9.147022
780.2,-65.12255,11.45104,214.8853,2.248963,-28.14587,9.06123
780.3,-28.99536,32.52504,180.8225,-0.063486,-26.68804,7.397863
780.4,1.044625,44.36639,158.2094,-1.367146,-22.89786,7.759823
780.5,-4.000688,23.17068,155.7394,1.391547,-22.53729,9.92595
780.6,-58.77726,13.48139,209.5883,3.291996,-26.51641,9.856335
780.7,-128.7394,5.833912,270.29,4.441365,-30.40187,8.198447
780.8,-126.5558,0.9984,263.8015,4.979928,-28.71418,9.261949
780.9,-82.20373,15.94398,244.0238,2.857601,-24.39692,8.924454
781,-46.2229,14.49891,214.2701,3.100056,-22.25445,9.898936
781.1,-50.84245,14.32649,216.3701,3.116996,-23.13228,12.42138
781.2,-67.81708,13.13573,208.2136,3.733547,-26.18479,10.17944
781.3,-60.8335,19.91339,209.5379,3.013673,-24.72841,10.85983
781.4,-61.85916,21.37152,214.97,2.332597,-24.40305,11.00292
